frame,pair,mode,count,warmup,normalized_time,total_sync_ms,submission_cpu_ms,prep_cpu_ms,prep_gpu_interval_ms,shadow_gpu_ms,main_gpu_ms,preskin_cpu_upload_ms,texture_upload_cpu_ms,texture_upload_bytes,geometry_upload_bytes,preskin_calls,main_instances,main_draws,main_mesh_instances,shadow_instances,shadow_draws,shadow_mesh_instances,alloc_bytes,gen0,gen1,restore_submit_ms,restore_drain_ms,restore_bytes,restore_alloc_bytes
19,9,baseline,5000,1,0.14754099,75.2288,1.6758,0.099,0.00748,23.73124,48.12648,0,0.0395,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0394,0.3762,214896,0
20,10,baseline,5000,1,0.16393442,80.2031,1.8753,0.1272,0.00952,28.15496,48.17396,0,0.0564,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0496,0.3717,214896,0
21,10,preskin,5000,1,0.16393442,55.1591,1.8907,0.3612,0.03744,17.06392,33.58748,0.2756,0.0322,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
22,11,preskin,5000,1,0.18032786,50.682,1.5543,0.2668,0.02724,15.82304,31.78644,0.2011,0.0205,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
23,11,baseline,5000,1,0.18032786,74.0416,1.472,0.0491,0.00736,22.65556,48.29256,0,0.0153,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0459,0.3122,214896,0
24,12,baseline,5000,1,0.19672132,74.9575,1.94,0.0825,0.00976,24.24376,46.84504,0,0.0335,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0431,0.3973,214896,0
25,12,preskin,5000,1,0.19672132,54.1592,1.9906,0.3384,0.03824,17.49784,32.45116,0.2753,0.0342,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
26,13,preskin,5000,1,0.21311475,51.9415,1.5467,0.2752,0.02736,15.80964,32.53124,0.219,0.0344,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
27,13,baseline,5000,1,0.21311475,70.0028,1.4343,0.0686,0.00708,21.16004,45.77524,0,0.0332,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0504,0.2917,214896,0
28,14,baseline,5000,1,0.22950819,75.5098,1.6081,0.0626,0.00744,23.99308,48.19136,0,0.0239,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0429,0.3864,214896,0
29,14,preskin,5000,1,0.22950819,57.8577,1.8722,0.3403,0.03888,19.37168,34.50156,0.2829,0.0301,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
30,15,preskin,5000,1,0.24590164,52.924,1.7126,0.2777,0.03052,15.964,33.31284,0.2285,0.0257,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
31,15,baseline,5000,1,0.24590164,71.6816,1.4519,0.0642,0.00696,21.56332,46.96708,0,0.0281,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0406,0.3563,214896,0
32,16,baseline,5000,1,0.26229507,71.3201,1.5816,0.0846,0.00952,22.79356,45.40944,0,0.0363,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0483,0.4164,214896,0
33,16,preskin,5000,1,0.26229507,51.2483,1.6425,0.2526,0.03876,15.60144,32.28152,0.2149,0.0176,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
34,17,preskin,5000,1,0.27868852,50.8579,1.7657,0.2448,0.03836,15.17708,32.2822,0.2049,0.0211,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
35,17,baseline,5000,1,0.27868852,80.1977,11.4633,0.0509,0.01,19.7708,47.3854,0,0.0171,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0372,0.2978,214896,0
36,18,baseline,5000,1,0.29508197,73.1509,1.6414,0.0772,0.0072,21.37744,48.36684,0,0.026600000000000002,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0462,0.4018,214896,0
37,18,preskin,5000,1,0.29508197,57.4769,1.923,0.3821,0.038,16.11084,37.0848,0.3182,0.0305,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
38,19,preskin,5000,1,0.3114754,55.904,1.7664,0.343,0.03876,15.06728,36.93756,0.2774,0.033299999999999996,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
39,19,baseline,5000,1,0.3114754,74.038,1.6265,0.0733,0.00716,22.30464,48.39952,0,0.0314,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.1379,0.5607,214896,0
40,20,baseline,5000,1,0.32786885,79.6623,1.9228,0.0965,0.00968,26.9698,48.49672,0,0.0363,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0479,0.3667,214896,0
41,20,preskin,5000,1,0.32786885,53.9711,2.4657,0.3834,0.03968,15.5142,33.72444,0.3103,0.0332,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
42,21,preskin,5000,1,0.3442623,53.6287,2.0097,0.3457,0.03716,15.12316,34.00948,0.2816,0.0356,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
43,21,baseline,5000,1,0.3442623,70.0927,1.6607,0.0882,0.0454,20.50504,46.03056,0,0.0314,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0735,0.4115,214896,0
44,22,baseline,5000,1,0.36065573,69.5861,1.7422,0.0769,0.00732,20.86488,45.23432,0,0.0314,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0689,0.3996,214896,0
45,22,preskin,5000,1,0.36065573,53.2394,1.9836,0.3662,0.0694,15.16448,33.79876,0.3077,0.0246,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
46,23,preskin,5000,1,0.37704918,52.5112,1.5238,0.3504,0.03816,15.64828,33.192,0.2934,0.029400000000000003,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
47,23,baseline,5000,1,0.37704918,75.4499,1.4819,0.0716,0.00652,23.50004,48.45216,0,0.0288,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0662,0.3631,214896,0
48,24,baseline,5000,1,0.39344263,82.2269,1.9141,0.0999,0.0098,29.41408,48.51012,0,0.0382,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0814,0.4531,214896,0
49,24,preskin,5000,1,0.39344263,56.4857,2.7326,0.5439,0.04008,17.081,33.90736,0.4661,0.0355,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
50,25,preskin,5000,1,0.40983605,52.9448,1.5932,0.3269,0.03848,15.73688,33.63484,0.2695,0.0296,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
51,25,baseline,5000,1,0.40983605,71.2124,1.5036,0.0778,0.00696,21.4836,46.32508,0,0.0335,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0795,0.318,214896,0
52,26,baseline,5000,1,0.4262295,69.7514,1.5794,0.0794,0.00976,21.22732,45.11208,0,0.0323,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0838,0.6146,214896,0
53,26,preskin,5000,1,0.4262295,50.2733,2.3482,0.3624,0.034,15.01756,30.9514,0.3088,0.0216,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
54,27,preskin,5000,1,0.44262296,53.8083,1.8956,0.3147,0.073,15.09124,34.87644,0.264,0.0221,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
55,27,baseline,5000,1,0.44262296,74.5279,1.5423,0.0736,0.00704,22.42388,48.36692,0,0.027999999999999997,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0729,0.4403,214896,0
56,28,baseline,5000,1,0.45901638,72.5394,1.7351,0.0769,0.00736,21.31088,47.69916,0,0.0283,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0689,0.4102,214896,0
57,28,preskin,5000,1,0.45901638,53.7147,2.2379,0.4194,0.03852,15.60684,33.79608,0.3379,0.030699999999999998,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
58,29,preskin,5000,1,0.47540984,54.3045,1.8087,0.3991,0.0382,15.22844,35.03308,0.328,0.0329,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
59,29,baseline,5000,1,0.47540984,74.5147,1.6298,0.0723,0.00972,22.48152,48.33456,0,0.0258,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.097,0.4469,214896,0
60,30,baseline,5000,1,0.4918033,82.1936,1.9472,0.1219,0.00964,29.38036,48.46396,0,0.0604,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0632,0.45,214896,0
61,30,preskin,5000,1,0.4918033,52.4241,1.9025,0.4022,0.03936,16.66264,31.44284,0.3296,0.0348,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
62,31,preskin,5000,1,0.5081967,53.788,1.5563,0.3123,0.03908,15.745,34.34372,0.2494,0.025500000000000002,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
63,31,baseline,5000,1,0.5081967,77.0347,1.6055,0.078,0.00704,25.10024,48.2864,0,0.0329,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0552,0.4104,214896,0
64,32,baseline,5000,0,0.52459013,71.7935,1.724,0.1089,0.01024,20.0334,47.47196,0,0.048799999999999996,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.063,0.4705,214896,0
65,32,preskin,5000,0,0.52459013,52.5884,2.0339,0.3499,0.03832,15.5126,32.8238,0.2829,0.0341,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
66,33,preskin,5000,0,0.5409836,52.3627,1.5534,0.2962,0.02648,15.14404,33.644,0.2404,0.0291,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
67,33,baseline,5000,0,0.5409836,73.1832,1.5409,0.0725,0.00696,21.35316,48.32792,0,0.0246,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0503,0.474,214896,0
68,34,baseline,5000,0,0.55737704,81.7236,1.7073,0.0955,0.00968,29.42148,48.35984,0,0.0341,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0497,0.4309,214896,0
69,34,preskin,5000,0,0.55737704,51.9242,2.4358,0.4947,0.0384,16.0454,31.15844,0.4057,0.0403,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
70,35,preskin,5000,0,0.57377046,50.8536,1.9798,0.32,0.038,15.29432,31.70688,0.273,0.0164,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
71,35,baseline,5000,0,0.57377046,68.1098,1.5112,0.0601,0.00688,20.01504,44.8696,0,0.0187,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0437,0.321,214896,0
72,36,baseline,5000,0,0.59016395,70.058,1.5405,0.0762,0.00976,20.01256,46.60956,0,0.026199999999999998,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.044,0.3877,214896,0
73,36,preskin,5000,0,0.59016395,51.9721,1.8892,0.3523,0.03816,15.53176,32.52552,0.2887,0.0309,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
74,37,preskin,5000,0,0.60655737,53.801,1.4004,0.2919,0.02652,15.45048,35.0664,0.2398,0.0276,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
75,37,baseline,5000,0,0.60655737,74.2562,1.5097,0.0562,0.0076,22.66632,48.31308,0,0.0191,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.042,0.3873,214896,0
76,38,baseline,5000,0,0.6229508,76.156,1.7574,0.0942,0.00976,24.86828,47.25672,0,0.0352,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0496,0.384,214896,0
77,38,preskin,5000,0,0.6229508,53.8207,1.6997,0.4074,0.0384,16.26068,33.41204,0.3229,0.0345,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
78,39,preskin,5000,0,0.6393443,49.5064,1.4422,0.2933,0.026,15.53864,30.60032,0.2414,0.0257,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
79,39,baseline,5000,0,0.6393443,70.4915,1.3726,0.0636,0.00688,21.66072,45.74672,0,0.0228,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0453,0.4724,214896,0
80,40,baseline,5000,0,0.6557377,71.4686,1.5036,0.0712,0.00696,19.76776,48.27656,0,0.0264,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0463,0.4153,214896,0
81,40,preskin,5000,0,0.6557377,62.7199,2.1068,0.433,0.03876,21.51348,36.66744,0.3367,0.0592,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
82,41,preskin,5000,0,0.6721311,55.3468,2.2924,0.3503,0.03912,15.87404,35.22,0.2987,0.0206,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
83,41,baseline,5000,0,0.6721311,73.3504,1.8173,0.0719,0.00956,21.70288,48.14212,0,0.0242,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0457,0.3689,214896,0
84,42,baseline,5000,0,0.6885246,71.3491,1.7329,0.075,0.00752,20.80056,46.7808,0,0.0237,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0466,0.4574,214896,0
85,42,preskin,5000,0,0.6885246,52.0158,1.6331,0.3176,0.03692,15.38024,32.53744,0.257,0.0317,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
86,43,preskin,5000,0,0.704918,49.8835,1.4881,0.3214,0.03856,15.16244,30.9796,0.2626,0.0298,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
87,43,baseline,5000,0,0.704918,73.5416,1.4877,0.0774,0.0072,22.99016,46.93252,0,0.030600000000000002,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0638,0.4126,214896,0
88,44,baseline,5000,0,0.72131145,71.2015,1.3945,0.075,0.00688,21.5418,46.26732,0,0.0305,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0482,0.4153,214896,0
89,44,preskin,5000,0,0.72131145,54.4808,1.8656,0.3341,0.03856,15.3476,34.8298,0.2788,0.0263,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
90,45,preskin,5000,0,0.73770493,56.5794,2.4065,0.452,0.03904,17.02592,34.45984,0.3732,0.0376,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
91,45,baseline,5000,0,0.73770493,72.5878,1.6046,0.0841,0.007,23.57176,45.3592,0,0.0335,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0545,0.3853,214896,0
92,46,baseline,5000,0,0.75409836,68.8938,1.4195,0.0747,0.00972,20.70652,44.7518,0,0.0279,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.042,0.4588,214896,0
93,46,preskin,5000,0,0.75409836,52.8423,1.7016,0.3217,0.02872,15.28416,33.6364,0.2695,0.0228,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
94,47,preskin,5000,0,0.7704918,49.7634,1.5145,0.3246,0.03888,15.0432,31.17348,0.2664,0.0287,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
95,47,baseline,5000,0,0.7704918,74.9073,1.3727,0.0626,0.00732,23.15148,48.26068,0,0.0178,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.04,0.3233,214896,0
96,48,baseline,5000,0,0.78688526,79.4353,1.8547,0.0974,0.01004,26.94076,48.26504,0,0.0377,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0496,0.4338,214896,0
97,48,preskin,5000,0,0.78688526,53.01,1.7277,0.3903,0.03892,15.79536,32.84128,0.3253,0.0288,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
98,49,preskin,5000,0,0.8032787,53.5452,1.4659,0.3169,0.03888,15.44528,34.2412,0.2618,0.0268,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
99,49,baseline,5000,0,0.8032787,67.9963,1.4199,0.0761,0.00984,20.65888,43.93236,0,0.0282,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0544,0.3744,214896,0
100,50,baseline,5000,0,0.8196721,69.8032,1.5088,0.0759,0.00952,20.38024,45.74672,0,0.0269,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0459,0.5058,214896,0
101,50,preskin,5000,0,0.8196721,51.4393,1.4951,0.3352,0.02724,15.4852,32.47512,0.276,0.0298,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
102,51,preskin,5000,0,0.8360656,52.2656,1.9851,0.3604,0.0386,15.73296,32.417,0.3037,0.0199,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
103,51,baseline,5000,0,0.8360656,70.5385,1.3847,0.0675,0.00708,21.84852,45.3132,0,0.0242,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0437,0.3559,214896,0
104,52,baseline,5000,0,0.852459,68.9352,1.5496,0.0689,0.00968,20.12572,45.39004,0,0.0224,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0525,0.4004,214896,0
105,52,preskin,5000,0,0.852459,53.7043,1.5811,0.3145,0.0282,15.41196,34.4918,0.2653,0.022199999999999998,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
106,53,preskin,5000,0,0.86885244,51.1322,1.4933,0.2584,0.03796,15.64152,31.64624,0.2122,0.0262,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
107,53,baseline,5000,0,0.86885244,72.8534,1.3887,0.0688,0.00736,22.71052,46.95776,0,0.0234,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0427,0.4773,214896,0
108,54,baseline,5000,0,0.8852459,68.9867,1.7852,0.069,0.00724,20.35896,45.10184,0,0.0192,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0371,0.4119,214896,0
109,54,preskin,5000,0,0.8852459,52.3224,1.6074,0.3026,0.03864,15.4706,33.159,0.254,0.0226,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
110,55,preskin,5000,0,0.90163934,52.3462,1.4451,0.3104,0.03888,15.29792,33.4894,0.2538,0.0293,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
111,55,baseline,5000,0,0.90163934,74.1045,1.4203,0.0695,0.0098,23.20156,47.37064,0,0.024100000000000003,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0414,0.3601,214896,0
112,56,baseline,5000,0,0.91803277,73.0518,1.4617,0.0751,0.00712,21.57384,48.02336,0,0.030000000000000002,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0517,0.477,214896,0
113,56,preskin,5000,0,0.91803277,50.7925,1.7293,0.3284,0.03936,15.1166,31.74712,0.268,0.0303,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
114,57,preskin,5000,0,0.93442625,50.461,1.4339,0.2946,0.02796,15.5524,31.4468,0.2453,0.0257,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
115,57,baseline,5000,0,0.93442625,70.4187,1.3751,0.0706,0.00708,20.74048,46.35464,0,0.0246,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0486,0.3262,214896,0
116,58,baseline,5000,0,0.9508197,72.3186,1.6665,0.0655,0.0096,20.81128,47.9106,0,0.0218,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0611,0.4342,214896,0
117,58,preskin,5000,0,0.9508197,56.06,2.4825,0.479,0.03956,16.50404,34.42104,0.4022,0.0279,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
118,59,preskin,5000,0,0.9672131,52.1591,2.0744,0.3333,0.03748,15.34032,32.67416,0.2806,0.0199,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
119,59,baseline,5000,0,0.9672131,75.2106,1.4083,0.0663,0.007,24.04888,47.68344,0,0.0228,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0488,0.3405,214896,0
120,60,baseline,5000,0,0.9836066,70.8271,2.0899,0.0739,0.00948,20.59224,46.149,0,0.0276,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0503,0.3934,214896,0
121,60,preskin,5000,0,0.9836066,54.6993,1.6068,0.2905,0.03868,15.25764,35.56576,0.2475,0.023,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
122,61,preskin,5000,0,1,53.8792,1.8737,0.3434,0.03852,15.32428,34.5902,0.2821,0.0319,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
123,61,baseline,5000,0,1,72.1642,1.7667,0.0765,0.0068,21.96512,46.64688,0,0.0259,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0659,0.4939,214896,0
124,62,baseline,5000,0,0,73.425,1.5811,0.0764,0.00976,21.66456,48.16796,0,0.0244,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0516,0.3468,214896,0
125,62,preskin,5000,0,0,60.8711,1.822,0.4742,0.03988,19.83468,36.50068,0.3863,0.041,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
126,63,preskin,5000,0,0.016393442,54.7596,1.6948,0.3764,0.03888,15.66708,34.7274,0.3114,0.031799999999999995,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
127,63,baseline,5000,0,0.016393442,73.3391,1.3517,0.068,0.00628,20.68764,47.9562,0,0.024,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0496,0.3864,214896,0
128,64,baseline,5000,0,0.032786883,74.7277,1.7102,0.0869,0.0086,23.81208,46.52824,0,0.0287,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0468,0.402,214896,0
129,64,preskin,5000,0,0.032786883,53.5966,1.5101,0.3286,0.03856,15.1524,34.46944,0.2671,0.0312,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
130,65,preskin,5000,0,0.04918033,56.2131,1.501,0.3388,0.039,16.106,36.16272,0.2774,0.0315,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
131,65,baseline,5000,0,0.04918033,73.5881,1.5907,0.0939,0.00968,21.57408,48.02092,0,0.0434,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0478,0.4051,214896,0
132,66,baseline,5000,0,0.06557377,80.7492,1.7357,0.0967,0.00972,28.55768,48.14396,0,0.0364,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0504,0.419,214896,0
133,66,preskin,5000,0,0.06557377,51.4544,2.2527,0.3988,0.03804,15.70084,31.4164,0.3362,0.0276,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
134,67,preskin,5000,0,0.08196721,52.7401,1.335,0.2747,0.0372,15.30632,33.88188,0.2301,0.0197,180224,214896,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0
135,67,baseline,5000,0,0.08196721,70.3913,1.3837,0.0667,0.00644,22.5806,44.51996,0,0.024800000000000003,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0445,0.3579,214896,0
136,68,baseline,5000,0,0.09836066,69.3759,1.5312,0.0756,0.00956,19.50016,46.2942,0,0.0283,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0429,0.3704,214896,0
