frame,pair,mode,count,warmup,normalized_time,total_sync_ms,submission_cpu_ms,prep_cpu_ms,prep_gpu_interval_ms,shadow_gpu_ms,main_gpu_ms,preskin_cpu_upload_ms,texture_upload_cpu_ms,texture_upload_bytes,geometry_upload_bytes,preskin_calls,main_instances,main_draws,main_mesh_instances,shadow_instances,shadow_draws,shadow_mesh_instances,alloc_bytes,gen0,gen1,restore_submit_ms,restore_drain_ms,restore_bytes,restore_alloc_bytes,normal_correction_cpu_upload_ms,normal_correction_upload_bytes
128,64,baseline,10000,0,0.032786883,139.5394,3.7014,0.0949,0.0128,45.82636,87.38028,0,0.0254,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0581,0.4569,214896,0,0,0
129,64,preskin,10000,0,0.032786883,96.2022,2.7905,0.4312,0.06348,29.91908,60.73324,0.3694,0.0308,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1282,107448
130,65,preskin,10000,0,0.04918033,113.3443,3.5993,0.465,0.0668,34.71444,72.20364,0.3845,0.0296,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1397,107448
131,65,baseline,10000,0,0.04918033,148.3708,3.1745,0.1051,0.01248,50.9104,91.56344,0,0.0401,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0494,0.443,214896,0,0,0
132,66,baseline,10000,0,0.06557377,148.7145,3.7761,0.1398,0.01268,52.58724,89.24516,0,0.0502,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0459,0.3966,214896,0,0,0
133,66,preskin,10000,0,0.06557377,101.0917,2.9037,0.4265,0.06352,31.23584,64.3602,0.3627,0.0325,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1287,107448
134,67,preskin,10000,0,0.08196721,100.1213,2.7554,0.4503,0.0652,32.97992,61.46792,0.3661,0.0388,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1338,107448
135,67,baseline,10000,0,0.08196721,137.8121,2.5492,0.0939,0.01204,43.89156,88.85616,0,0.0336,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0509,0.405,214896,0,0,0
136,68,baseline,10000,0,0.09836066,131.9648,2.6104,0.0936,0.01208,41.73636,85.12952,0,0.0334,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0652,0.4897,214896,0,0,0
137,68,preskin,10000,0,0.09836066,98.6682,3.0162,0.4491,0.06396,31.027,62.07892,0.3691,0.0343,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1329,107448
138,69,preskin,10000,0,0.114754096,97.3564,2.6408,0.4163,0.06348,30.70008,61.42416,0.3366,0.036199999999999996,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1211,107448
139,69,baseline,10000,0,0.114754096,136.6124,2.5188,0.0941,0.012,43.33868,88.23188,0,0.0359,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0417,0.3649,214896,0,0,0
140,70,baseline,10000,0,0.13114753,143.4998,3.6781,0.1499,0.01228,49.7968,87.39196,0,0.037500000000000006,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0494,0.4076,214896,0,0,0
141,70,preskin,10000,0,0.13114753,99.7989,3.4165,0.4897,0.0652,31.1572,62.54336,0.4012,0.0359,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1468,107448
142,71,preskin,10000,0,0.14754099,97.3196,3.2367,0.4286,0.06504,30.8756,60.42796,0.3515,0.0351,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.12,107448
143,71,baseline,10000,0,0.14754099,140.4681,2.606,0.0951,0.01232,49.24104,86.1402,0,0.034699999999999995,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0486,0.3691,214896,0,0,0
144,72,baseline,10000,0,0.16393442,133.7846,3.577,0.0992,0.01236,42.14692,85.62432,0,0.0337,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0575,0.4674,214896,0,0,0
145,72,preskin,10000,0,0.16393442,100.6416,2.8796,0.4267,0.06452,30.83668,62.8438,0.3486,0.0344,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1273,107448
146,73,preskin,10000,0,0.18032786,98.4448,2.5149,0.4211,0.06416,30.98932,62.285,0.3415,0.037,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1158,107448
147,73,baseline,10000,0,0.18032786,136.8184,2.6631,0.0966,0.013,42.84116,88.27696,0,0.0332,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0523,0.352,214896,0,0,0
148,74,baseline,10000,0,0.19672132,140.4328,2.5022,0.0949,0.01192,43.79948,91.578,0,0.034499999999999996,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.05,0.461,214896,0,0,0
149,74,preskin,10000,0,0.19672132,107.545,3.4452,0.6136,0.06244,35.19532,64.88128,0.524,0.039599999999999996,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1968,107448
150,75,preskin,10000,0,0.21311475,98.2989,2.9513,0.4376,0.06504,31.39828,61.39516,0.359,0.0339,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1255,107448
151,75,baseline,10000,0,0.21311475,138.9303,2.4901,0.0895,0.01212,44.03496,89.99516,0,0.030699999999999998,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0375,0.4555,214896,0,0,0
152,76,baseline,10000,0,0.22950819,142.1341,3.1346,0.1103,0.01184,44.89992,91.52532,0,0.0417,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0512,0.4223,214896,0,0,0
153,76,preskin,10000,0,0.22950819,96.9172,2.9805,0.4316,0.06368,30.28528,60.89964,0.3675,0.0319,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1196,107448
154,77,preskin,10000,0,0.24590164,98.745,2.6487,0.4343,0.06304,30.80388,62.47784,0.3556,0.035699999999999996,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1205,107448
155,77,baseline,10000,0,0.24590164,138.8778,2.758,0.0912,0.01224,45.71744,87.94588,0,0.0351,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0428,0.4101,214896,0,0,0
156,78,baseline,10000,0,0.26229507,146.5783,2.7292,0.102,0.01176,49.33036,91.89624,0,0.038400000000000004,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0469,0.4219,214896,0,0,0
157,78,preskin,10000,0,0.26229507,103.361,4.6527,0.8168,0.06476,31.42468,63.7232,0.6821,0.0431,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.2529,107448
158,79,preskin,10000,0,0.27868852,99.6897,3.2705,0.45,0.03744,30.95324,62.28432,0.3714,0.033299999999999996,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.135,107448
159,79,baseline,10000,0,0.27868852,142.325,2.9207,0.1157,0.01224,48.52296,88.45412,0,0.041,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0533,0.4019,214896,0,0,0
160,80,baseline,10000,0,0.29508197,143.2403,2.7881,0.0898,0.01204,48.4012,89.43388,0,0.0305,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0464,0.3608,214896,0,0,0
161,80,preskin,10000,0,0.29508197,98.6939,2.8718,0.4274,0.0628,30.1938,62.76892,0.363,0.0335,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1272,107448
162,81,preskin,10000,0,0.3114754,105.5234,2.9484,0.4421,0.06684,31.03948,68.90784,0.3696,0.036000000000000004,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1295,107448
163,81,baseline,10000,0,0.3114754,149.8246,2.9705,0.0964,0.01228,52.2722,91.96084,0,0.0366,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0452,0.4087,214896,0,0,0
164,82,baseline,10000,0,0.32786885,146.041,3.5712,0.1525,0.01268,51.85648,87.33864,0,0.061,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0502,0.4636,214896,0,0,0
165,82,preskin,10000,0,0.32786885,98.2983,3.7338,0.434,0.064,30.39748,61.5754,0.3743,0.0299,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1018,107448
166,83,preskin,10000,0,0.3442623,96.7132,3.3618,0.5034,0.06468,29.7336,60.81048,0.4227,0.0325,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1635,107448
167,83,baseline,10000,0,0.3442623,138.6222,2.6535,0.0919,0.01272,46.66244,86.82656,0,0.034,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0461,0.4217,214896,0,0,0
168,84,baseline,10000,0,0.36065573,140.3493,2.6559,0.0964,0.01204,45.37656,89.64448,0,0.0336,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0476,0.4028,214896,0,0,0
169,84,preskin,10000,0,0.36065573,109.5408,3.086,0.4494,0.0634,32.49008,71.06464,0.3823,0.0343,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1329,107448
170,85,preskin,10000,0,0.37704918,104.3837,3.1077,0.4632,0.06408,33.73788,64.19788,0.3804,0.0393,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1306,107448
171,85,baseline,10000,0,0.37704918,140.1857,2.4263,0.1001,0.0118,46.66916,88.48324,0,0.034100000000000005,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0493,0.4976,214896,0,0,0
172,86,baseline,10000,0,0.39344263,141.8225,2.608,0.0936,0.01176,44.42832,92.17712,0,0.0348,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0469,0.4225,214896,0,0,0
173,86,preskin,10000,0,0.39344263,111.0848,3.4058,0.6182,0.06652,33.91124,69.8722,0.5278,0.0413,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1957,107448
174,87,preskin,10000,0,0.40983605,111.7972,3.6588,0.4572,0.06448,32.72888,72.73904,0.3802,0.032,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1358,107448
175,87,baseline,10000,0,0.40983605,148.7386,3.2926,0.1073,0.01288,50.50916,92.0706,0,0.0398,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0491,0.4642,214896,0,0,0
176,88,baseline,10000,0,0.4262295,157.5396,4.0321,0.1339,0.01276,58.31984,92.16724,0,0.0436,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0539,0.4182,214896,0,0,0
177,88,preskin,10000,0,0.4262295,108.328,3.5487,0.6439,0.06604,37.00772,64.02092,0.553,0.0422,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.2015,107448
178,89,preskin,10000,0,0.44262296,104.4992,3.4892,0.5052,0.06516,34.12332,64.0594,0.4196,0.0366,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1418,107448
179,89,baseline,10000,0,0.44262296,143.3618,2.6519,0.1007,0.01188,47.22144,90.97112,0,0.0392,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.047,0.3575,214896,0,0,0
180,90,baseline,10000,0,0.45901638,155.8047,4.2967,0.1517,0.0114,58.09716,90.43992,0,0.0526,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0544,0.5484,214896,0,0,0
181,90,preskin,10000,0,0.45901638,113.6632,3.65,0.612,0.05532,33.7128,72.70368,0.5229,0.0422,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1945,107448
182,91,preskin,10000,0,0.47540984,111.7217,3.5456,0.6568,0.06756,32.56108,71.98652,0.5406,0.0485,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1979,107448
183,91,baseline,10000,0,0.47540984,151.6482,3.6003,0.1352,0.01324,52.82264,91.9854,0,0.046,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0438,0.4004,214896,0,0,0
184,92,baseline,10000,0,0.4918033,157.3104,3.6851,0.1537,0.0128,58.42744,92.02148,0,0.051500000000000004,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0494,0.527,214896,0,0,0
185,92,preskin,10000,0,0.4918033,97.6029,4.172,0.6435,0.0652,30.53696,59.64656,0.5542,0.0419,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.2125,107448
186,93,preskin,10000,0,0.5081967,106.1018,2.6893,0.429,0.06516,31.32204,69.50268,0.3495,0.0369,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1179,107448
187,93,baseline,10000,0,0.5081967,145.3287,2.8416,0.1019,0.0124,48.50296,91.43556,0,0.0441,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0411,0.3395,214896,0,0,0
188,94,baseline,10000,0,0.52459013,136.98,3.1323,0.1235,0.0124,43.03268,88.23228,0,0.0523,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0489,0.4412,214896,0,0,0
189,94,preskin,10000,0,0.52459013,95.8957,2.8497,0.423,0.06252,30.88408,59.59216,0.3583,0.0314,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1321,107448
190,95,preskin,10000,0,0.5409836,101.7119,2.7312,0.3221,0.06536,30.79472,65.6686,0.266,0.0257,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.0852,107448
191,95,baseline,10000,0,0.5409836,146.6082,3.6803,0.1095,0.01712,48.65824,91.90812,0,0.0319,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0493,0.4402,214896,0,0,0
