frame,mode,count,main_gpu_ms,shadow_gpu_ms,total_ms,alloc_bytes,instances,draws,poses,shared_instances
31,optimized,5000,40.7992,20.91248,65.0198,0,5000,6,1,5000
32,baseline,5000,46.29756,25.58584,75.9717,0,5000,6,1,0
33,optimized,5000,41.65152,22.85968,62.1054,0,5000,6,1,5000
34,baseline,5000,46.64632,25.03672,72.3895,0,5000,6,1,0
35,optimized,5000,43.33236,20.536,65.0994,0,5000,6,1,5000
36,baseline,5000,48.32804,26.40104,72.2631,0,5000,6,1,0
37,optimized,5000,44.05676,22.48984,64.4452,0,5000,6,1,5000
38,baseline,5000,48.06668,23.92508,75.3107,0,5000,6,1,0
39,optimized,5000,43.60668,22.44844,67.1285,0,5000,6,1,5000
40,baseline,5000,48.2834,27.16676,72.5613,0,5000,6,1,0
41,optimized,5000,42.48384,21.62892,66.6213,0,5000,6,1,5000
42,baseline,5000,47.82028,25.90632,76.0538,0,5000,6,1,0
43,optimized,5000,45.01988,22.57152,64.6344,0,5000,6,1,5000
44,baseline,5000,48.42892,29.44872,74.343,0,5000,6,1,0
45,optimized,5000,42.85344,25.94528,68.1373,0,5000,6,1,5000
46,baseline,5000,48.17276,25.82036,78.5395,0,5000,6,1,0
47,optimized,5000,42.96832,21.78804,69.3983,0,5000,6,1,5000
48,baseline,5000,47.35396,26.38632,74.5799,0,5000,6,1,0
49,optimized,5000,42.96664,20.20764,65.2654,0,5000,6,1,5000
50,baseline,5000,47.09112,29.3334,74.372,0,5000,6,1,0
51,optimized,5000,43.22652,23.14324,63.7728,0,5000,6,1,5000
52,baseline,5000,48.16488,25.8384,77.106,0,5000,6,1,0
53,optimized,5000,45.03256,23.94992,66.9947,0,5000,6,1,5000
54,baseline,5000,48.44264,29.4014,75.6986,0,5000,6,1,0
55,optimized,5000,44.87792,25.04236,69.3094,0,5000,6,1,5000
56,baseline,5000,47.84788,26.1026,78.4756,0,5000,6,1,0
57,optimized,5000,44.95252,23.29932,70.5103,0,5000,6,1,5000
58,baseline,5000,48.3634,29.42528,74.564,0,5000,6,1,0
59,optimized,5000,43.52544,22.51624,68.8443,0,5000,6,1,5000
60,baseline,5000,48.28152,26.85452,466.6624,120,5000,6,1,0
61,optimized,5000,42.38996,15.60018,380.5049,80,5000,6,1,5000
62,baseline,5000,48.40052,24.24412,1.7221,0,5000,6,1,0
63,optimized,5000,45.04248,26.55776,398.2655,0,5000,6,1,5000
64,baseline,5000,48.3296,29.46016,72.9348,0,5000,6,1,0
65,optimized,5000,44.96424,26.61128,72.0591,0,5000,6,1,5000
66,baseline,5000,48.42968,29.38904,78.3961,0,5000,6,1,0
67,optimized,5000,44.93132,26.5924,72.0751,0,5000,6,1,5000
68,baseline,5000,43.26912,25.8892,79.478,0,5000,6,1,0
69,optimized,5000,40.2468,19.97672,71.827,0,5000,6,1,5000
70,baseline,5000,48.16904,28.02552,69.6212,0,5000,6,1,0
71,optimized,5000,42.8872,25.18832,60.6526,0,5000,6,1,5000
72,baseline,5000,47.07876,26.97792,76.8067,0,5000,6,1,0
73,optimized,5000,38.94112,19.71088,68.5954,0,5000,6,1,5000
74,baseline,5000,45.06208,25.57288,74.6914,0,5000,6,1,0
75,optimized,5000,41.88008,21.2938,59.0904,0,5000,6,1,5000
76,baseline,5000,45.76832,25.36536,71.1172,0,5000,6,1,0
77,optimized,5000,40.14768,21.35464,63.7209,0,5000,6,1,5000
78,baseline,5000,45.78448,25.00784,71.7519,0,5000,6,1,0
79,optimized,5000,42.97344,20.9512,62.0537,0,5000,6,1,5000
80,baseline,5000,47.86,27.18676,71.3603,0,5000,6,1,0
81,optimized,5000,41.78512,22.31092,64.3949,0,5000,6,1,5000
82,baseline,5000,46.38992,25.99052,75.5999,0,5000,6,1,0
83,optimized,5000,40.8112,20.88952,64.7264,0,5000,6,1,5000
84,baseline,5000,48.19372,25.12212,73.0268,0,5000,6,1,0
85,optimized,5000,41.19124,21.38744,62.2372,0,5000,6,1,5000
86,baseline,5000,46.50444,25.75424,73.9079,0,5000,6,1,0
87,optimized,5000,42.03148,21.05236,63.1951,0,5000,6,1,5000
88,baseline,5000,46.90572,26.51752,72.8629,0,5000,6,1,0
89,optimized,5000,41.71656,20.51604,63.6843,0,5000,6,1,5000
90,baseline,5000,47.3694,26.54788,73.9864,0,5000,6,1,0
91,optimized,5000,42.08768,21.01832,62.7515,0,5000,6,1,5000
92,baseline,5000,46.52752,24.31752,74.5028,0,5000,6,1,0
93,optimized,5000,40.96472,20.40872,63.6233,0,5000,6,1,5000
94,baseline,5000,47.2822,25.42892,71.4124,0,5000,6,1,0
95,optimized,5000,41.184,20.86168,61.8852,0,5000,6,1,5000
96,baseline,5000,45.8506,26.7188,73.248,0,5000,6,1,0
97,optimized,5000,41.8732,21.98432,62.4419,0,5000,6,1,5000
98,baseline,5000,46.32376,24.94912,73.1272,0,5000,6,1,0
99,optimized,5000,42.69352,20.275,64.4204,0,5000,6,1,5000
100,baseline,5000,47.37996,24.54076,71.8669,0,5000,6,1,0
101,optimized,5000,42.52016,21.00876,63.4889,0,5000,6,1,5000
102,baseline,5000,47.18268,25.18412,72.499,0,5000,6,1,0
103,optimized,5000,41.58292,20.85812,64.0832,0,5000,6,1,5000
104,baseline,5000,47.3014,27.059,72.9364,0,5000,6,1,0
105,optimized,5000,43.514,22.1608,62.9605,0,5000,6,1,5000
106,baseline,5000,47.79656,26.44776,74.9927,0,5000,6,1,0
107,optimized,5000,40.44192,20.07548,66.2455,0,5000,6,1,5000
108,baseline,5000,47.18972,24.36264,74.8398,0,5000,6,1,0
109,optimized,5000,41.30488,20.45664,61.0489,0,5000,6,1,5000
110,baseline,5000,47.94332,24.89476,72.155,0,5000,6,1,0
111,optimized,5000,44.83952,26.54448,62.2492,0,5000,6,1,5000
112,baseline,5000,48.26648,28.36532,73.43,0,5000,6,1,0
113,optimized,5000,42.33472,20.92488,71.8482,0,5000,6,1,5000
114,baseline,5000,46.6442,25.29392,77.2255,0,5000,6,1,0
115,optimized,5000,42.76292,23.11748,63.7994,0,5000,6,1,5000
116,baseline,5000,47.20132,24.96904,72.5083,0,5000,6,1,0
117,optimized,5000,42.4614,20.99464,66.4955,0,5000,6,1,5000
118,baseline,5000,46.62624,25.00968,72.7969,0,5000,6,1,0
119,optimized,5000,42.48756,21.8454,63.9657,0,5000,6,1,5000
120,baseline,5000,46.91444,25.1656,72.2689,0,5000,6,1,0
121,optimized,5000,41.95472,20.28744,64.9336,0,5000,6,1,5000
122,baseline,5000,45.74288,23.66412,72.6633,0,5000,6,1,0
123,optimized,5000,44.127,20.3422,62.7518,0,5000,6,1,5000
124,baseline,5000,48.15516,29.51772,69.9352,0,5000,6,1,0
125,optimized,5000,44.71408,26.65128,65.0281,0,5000,6,1,5000
126,baseline,5000,47.2094,29.4978,78.2298,0,5000,6,1,0
127,optimized,5000,42.19372,20.9646,71.8834,0,5000,6,1,5000
128,baseline,5000,48.05372,28.88016,77.2407,0,5000,6,1,0
129,optimized,5000,44.739,26.60232,63.6489,0,5000,6,1,5000
130,baseline,5000,48.08824,29.48972,77.6033,0,5000,6,1,0
131,optimized,5000,43.10568,24.2898,71.9068,0,5000,6,1,5000
132,baseline,5000,46.65752,25.21444,78.2059,0,5000,6,1,0
133,optimized,5000,40.5038,20.40712,67.9171,0,5000,6,1,5000
134,baseline,5000,46.17716,24.7788,72.3891,0,5000,6,1,0
135,optimized,5000,41.36504,20.53176,61.4123,0,5000,6,1,5000
136,baseline,5000,46.39428,26.24884,71.4737,0,5000,6,1,0
137,optimized,5000,40.38048,20.79592,62.3857,0,5000,6,1,5000
138,baseline,5000,46.01512,25.31752,73.1559,0,5000,6,1,0
139,optimized,5000,41.72304,21.37812,61.6583,0,5000,6,1,5000
140,baseline,5000,47.1678,25.65456,72.0051,0,5000,6,1,0
141,optimized,5000,42.13776,22.22132,63.7437,0,5000,6,1,5000
142,baseline,5000,46.42264,25.11688,73.4786,0,5000,6,1,0
143,optimized,5000,43.5432,21.21824,64.9263,0,5000,6,1,5000
144,baseline,5000,45.84484,25.4608,72.158,0,5000,6,1,0
145,optimized,5000,41.66636,20.174,65.2855,0,5000,6,1,5000
146,baseline,5000,46.72964,24.64172,71.8623,0,5000,6,1,0
147,optimized,5000,42.10304,22.31124,62.3391,0,5000,6,1,5000
148,baseline,5000,46.3642,25.9334,71.9142,0,5000,6,1,0
149,optimized,5000,41.59956,20.55208,64.9924,0,5000,6,1,5000
150,baseline,5000,46.58748,24.98984,72.8551,0,5000,6,1,0
151,optimized,5000,43.80296,20.21752,62.6792,0,5000,6,1,5000
152,baseline,5000,48.17812,29.41356,72.0986,0,5000,6,1,0
153,optimized,5000,44.76948,26.5534,64.5874,0,5000,6,1,5000
154,baseline,5000,48.25904,29.49488,78.1723,0,5000,6,1,0
155,optimized,5000,41.86108,25.38648,71.9007,0,5000,6,1,5000
156,baseline,5000,47.06748,25.29552,78.3902,0,5000,6,1,0
157,optimized,5000,42.51496,21.00116,67.8268,0,5000,6,1,5000
158,baseline,5000,45.318,25.69132,72.9387,0,5000,6,1,0
159,optimized,5000,41.07076,20.7712,64.1507,0,5000,6,1,5000
160,baseline,5000,46.80236,25.991,71.5504,0,5000,6,1,0
161,optimized,5000,41.59064,20.63224,62.3095,0,5000,6,1,5000
162,baseline,5000,47.03888,26.40476,73.3552,0,5000,6,1,0
163,optimized,5000,42.0324,20.7864,62.744,0,5000,6,1,5000
164,baseline,5000,47.20784,25.0552,73.9792,0,5000,6,1,0
165,optimized,5000,42.3172,20.7166,63.3678,0,5000,6,1,5000
166,baseline,5000,47.09868,24.90944,72.8646,0,5000,6,1,0
167,optimized,5000,42.82364,23.14572,63.5696,0,5000,6,1,5000
168,baseline,5000,46.98932,25.12032,72.5685,0,5000,6,1,0
169,optimized,5000,43.29012,21.12648,66.5772,0,5000,6,1,5000
170,baseline,5000,46.75,24.27312,72.6675,0,5000,6,1,0
171,optimized,5000,41.85836,20.89044,64.9277,0,5000,6,1,5000
172,baseline,5000,47.63936,25.46196,71.583,0,5000,6,1,0
173,optimized,5000,41.62508,21.48964,63.2508,0,5000,6,1,5000
174,baseline,5000,45.9728,25.79452,73.6994,0,5000,6,1,0
175,optimized,5000,43.48932,20.91936,63.673,0,5000,6,1,5000
176,baseline,5000,48.51396,29.34584,72.376,0,5000,6,1,0
177,optimized,5000,44.76592,26.51996,64.86,0,5000,6,1,5000
178,baseline,5000,46.60272,25.595,78.4059,0,5000,6,1,0
179,optimized,5000,42.86844,20.39512,71.9073,0,5000,6,1,5000
180,baseline,5000,45.42296,27.16144,72.7736,0,5000,6,1,0
181,optimized,5000,41.58608,21.07964,63.8556,0,5000,6,1,5000
182,baseline,5000,46.80848,25.40772,73.1803,0,5000,6,1,0
183,optimized,5000,42.75912,21.36796,63.2109,0,5000,6,1,5000
184,baseline,5000,48.3352,28.80084,72.7449,0,5000,6,1,0
185,optimized,5000,42.1446,21.40788,64.6806,0,5000,6,1,5000
186,baseline,5000,46.43148,25.89768,77.7847,0,5000,6,1,0
187,optimized,5000,43.71916,21.2596,64.1336,0,5000,6,1,5000
188,baseline,5000,46.2114,26.35628,72.9024,0,5000,6,1,0
189,optimized,5000,42.09696,21.28948,65.5403,0,5000,6,1,5000
190,baseline,5000,48.0866,25.67236,73.1934,0,5000,6,1,0
191,optimized,5000,43.64152,26.02864,63.9086,0,5000,6,1,5000
