frame,mode,count,main_gpu_ms,shadow_gpu_ms,total_ms,alloc_bytes,instances,draws,poses,shared_instances
50,baseline,10000,93.23308,58.72012,153.7162,0,10000,6,1,0
51,optimized,10000,85.44288,52.97172,139.7832,0,10000,6,1,10000
52,baseline,10000,91.1214,58.2678,152.9074,0,10000,6,1,0
53,optimized,10000,80.91452,50.68816,139.2688,0,10000,6,1,10000
54,baseline,10000,92.19784,58.4558,150.1622,0,10000,6,1,0
55,optimized,10000,82.52332,49.31352,132.3588,0,10000,6,1,10000
56,baseline,10000,87.87384,49.08068,151.4713,0,10000,6,1,0
57,optimized,10000,80.11824,40.13308,132.5325,0,10000,6,1,10000
58,baseline,10000,89.28264,50.30632,137.7345,0,10000,6,1,0
59,optimized,10000,79.97844,40.99056,121.0056,0,10000,6,1,10000
60,baseline,10000,92.06012,50.74568,664.806,120,10000,6,1,0
61,optimized,10000,85.26728,43.55396,389.4426,88,10000,6,1,10000
62,baseline,10000,92.33656,54.74454,2.6904,0,10000,6,1,0
63,optimized,10000,85.56992,52.90444,2.4883,0,10000,6,1,10000
64,baseline,10000,92.35572,58.85572,145.6247,0,10000,6,1,0
65,optimized,10000,85.3026,52.98264,139.3418,0,10000,6,1,10000
66,baseline,10000,92.06288,58.69968,152.2394,0,10000,6,1,0
67,optimized,10000,81.0036,44.04692,139.0518,0,10000,6,1,10000
68,baseline,10000,89.67156,53.6072,151.5617,0,10000,6,1,0
69,optimized,10000,82.3576,40.41168,125.8112,0,10000,6,1,10000
70,baseline,10000,90.64584,52.1374,144.0315,0,10000,6,1,0
71,optimized,10000,82.86788,41.7154,123.4905,0,10000,6,1,10000
72,baseline,10000,89.66808,52.69112,143.5449,0,10000,6,1,0
73,optimized,10000,82.15676,42.54856,125.3514,0,10000,6,1,10000
74,baseline,10000,90.03828,52.11488,143.1574,0,10000,6,1,0
75,optimized,10000,80.8434,43.473,125.4532,0,10000,6,1,10000
76,baseline,10000,91.91468,51.4744,142.906,0,10000,6,1,0
77,optimized,10000,81.26756,46.36616,125.0306,0,10000,6,1,10000
78,baseline,10000,90.28004,49.09596,144.203,0,10000,6,1,0
79,optimized,10000,83.03916,41.96152,128.3386,0,10000,6,1,10000
80,baseline,10000,89.13636,52.20632,140.1579,0,10000,6,1,0
81,optimized,10000,80.77552,44.26324,125.6499,0,10000,6,1,10000
82,baseline,10000,91.94704,48.6572,142.1379,0,10000,6,1,0
83,optimized,10000,79.94948,52.25576,125.7754,0,10000,6,1,10000
84,baseline,10000,88.68852,55.18496,141.423,0,10000,6,1,0
85,optimized,10000,82.75628,40.92536,132.9093,0,10000,6,1,10000
86,baseline,10000,89.28944,51.52172,144.6532,0,10000,6,1,0
87,optimized,10000,82.32736,41.42556,124.3998,0,10000,6,1,10000
88,baseline,10000,87.34944,50.67872,141.5326,0,10000,6,1,0
89,optimized,10000,81.1936,40.67328,124.4653,0,10000,6,1,10000
90,baseline,10000,91.36592,50.88028,138.7773,0,10000,6,1,0
91,optimized,10000,80.83188,42.69464,122.6796,0,10000,6,1,10000
92,baseline,10000,87.2532,53.58176,143.0275,0,10000,6,1,0
93,optimized,10000,82.93712,40.25692,124.2337,0,10000,6,1,10000
94,baseline,10000,90.30892,50.57024,141.6519,0,10000,6,1,0
95,optimized,10000,80.9902,43.41968,123.9357,0,10000,6,1,10000
96,baseline,10000,90.82208,51.39204,141.6956,0,10000,6,1,0
97,optimized,10000,81.1786,43.6662,124.888,0,10000,6,1,10000
98,baseline,10000,90.12136,52.74224,142.9738,0,10000,6,1,0
99,optimized,10000,83.88604,44.02696,125.6187,0,10000,6,1,10000
100,baseline,10000,91.70088,50.04164,143.6442,0,10000,6,1,0
101,optimized,10000,83.65,46.6352,128.6877,0,10000,6,1,10000
102,baseline,10000,90.11352,48.91352,142.5462,0,10000,6,1,0
103,optimized,10000,82.52472,43.115,131.0211,0,10000,6,1,10000
104,baseline,10000,90.285,52.56392,139.7773,0,10000,6,1,0
105,optimized,10000,83.26728,42.0372,126.375,0,10000,6,1,10000
106,baseline,10000,90.63916,52.99256,143.5989,0,10000,6,1,0
107,optimized,10000,81.76332,44.09144,126.0211,0,10000,6,1,10000
108,baseline,10000,91.81356,51.91296,144.4403,0,10000,6,1,0
109,optimized,10000,83.17224,46.69648,126.5911,0,10000,6,1,10000
110,baseline,10000,92.96976,51.11812,144.5184,0,10000,6,1,0
111,optimized,10000,84.96268,53.05072,130.5964,0,10000,6,1,10000
112,baseline,10000,92.0816,58.63256,145.0644,0,10000,6,1,0
113,optimized,10000,80.971,44.30012,138.6474,0,10000,6,1,10000
114,baseline,10000,89.70116,49.75832,151.5796,0,10000,6,1,0
115,optimized,10000,82.57636,43.0912,125.9877,0,10000,6,1,10000
116,baseline,10000,90.27768,51.46412,140.2726,0,10000,6,1,0
117,optimized,10000,84.80048,42.65476,126.3933,0,10000,6,1,10000
118,baseline,10000,92.47784,58.6136,142.6199,0,10000,6,1,0
119,optimized,10000,84.91932,53.06804,128.238,0,10000,6,1,10000
120,baseline,10000,91.78696,58.53716,152.0878,0,10000,6,1,0
121,optimized,10000,84.88836,52.94824,139.0258,0,10000,6,1,10000
122,baseline,10000,91.72952,58.76316,151.1377,0,10000,6,1,0
123,optimized,10000,85.02152,53.18388,138.6273,0,10000,6,1,10000
124,baseline,10000,91.70364,58.80692,151.3025,0,10000,6,1,0
125,optimized,10000,84.845,53.0498,139.0174,0,10000,6,1,10000
126,baseline,10000,91.6904,58.8682,151.3032,0,10000,6,1,0
127,optimized,10000,82.53868,49.4854,138.6773,0,10000,6,1,10000
128,baseline,10000,90.96196,51.31624,151.4888,0,10000,6,1,0
129,optimized,10000,82.7952,44.77284,132.6357,0,10000,6,1,10000
130,baseline,10000,90.20064,51.06624,143.0564,0,10000,6,1,0
131,optimized,10000,82.81732,44.83704,128.2783,0,10000,6,1,10000
132,baseline,10000,91.08092,51.59624,142.059,0,10000,6,1,0
133,optimized,10000,83.1436,42.9144,128.3906,0,10000,6,1,10000
134,baseline,10000,91.7716,53.42244,143.4573,0,10000,6,1,0
135,optimized,10000,80.90208,45.25064,126.8956,0,10000,6,1,10000
136,baseline,10000,91.7552,50.45608,145.9926,0,10000,6,1,0
137,optimized,10000,85.08004,53.01572,126.8388,0,10000,6,1,10000
138,baseline,10000,91.83736,58.74604,143.0831,0,10000,6,1,0
139,optimized,10000,84.9312,52.99424,138.8822,0,10000,6,1,10000
140,baseline,10000,91.67636,56.05188,151.3924,0,10000,6,1,0
141,optimized,10000,83.52396,51.18724,138.6492,0,10000,6,1,10000
142,baseline,10000,91.19236,52.91572,148.5292,0,10000,6,1,0
143,optimized,10000,83.9478,43.85692,135.4748,0,10000,6,1,10000
144,baseline,10000,90.61896,48.9404,144.9088,0,10000,6,1,0
145,optimized,10000,83.1026,43.89788,128.4722,0,10000,6,1,10000
146,baseline,10000,91.50748,55.87124,140.3378,0,10000,6,1,0
147,optimized,10000,81.74128,42.63144,127.7623,0,10000,6,1,10000
148,baseline,10000,91.7136,52.55444,148.1673,0,10000,6,1,0
149,optimized,10000,81.26552,43.91248,125.0984,0,10000,6,1,10000
150,baseline,10000,90.8026,56.20204,145.1072,0,10000,6,1,0
151,optimized,10000,81.56668,40.75372,125.9006,0,10000,6,1,10000
152,baseline,10000,90.80304,51.82112,147.7985,0,10000,6,1,0
153,optimized,10000,83.23104,40.51888,123.055,0,10000,6,1,10000
154,baseline,10000,90.78128,52.4884,143.3785,0,10000,6,1,0
155,optimized,10000,85.27084,47.00108,124.4939,0,10000,6,1,10000
156,baseline,10000,92.11004,58.82084,144.0487,0,10000,6,1,0
157,optimized,10000,83.29044,45.11108,133.049,0,10000,6,1,10000
158,baseline,10000,91.75108,54.1188,151.7795,0,10000,6,1,0
159,optimized,10000,85.20276,53.13604,129.1793,0,10000,6,1,10000
160,baseline,10000,92.3724,58.6962,146.6335,0,10000,6,1,0
161,optimized,10000,85.00488,53.06288,139.0373,0,10000,6,1,10000
162,baseline,10000,92.36104,58.71516,152.0613,0,10000,6,1,0
163,optimized,10000,86.05112,53.31876,138.8996,0,10000,6,1,10000
164,baseline,10000,93.09272,59.47484,152.1918,0,10000,6,1,0
165,optimized,10000,86.33572,53.70172,140.9915,0,10000,6,1,10000
166,baseline,10000,93.10076,59.4902,153.9928,0,10000,6,1,0
167,optimized,10000,86.16532,53.6966,141.0083,0,10000,6,1,10000
168,baseline,10000,93.11436,58.86604,153.9436,0,10000,6,1,0
169,optimized,10000,85.62564,53.03904,142.0763,0,10000,6,1,10000
170,baseline,10000,92.79748,58.84748,152.5971,0,10000,6,1,0
171,optimized,10000,85.31684,53.072,139.574,0,10000,6,1,10000
172,baseline,10000,92.19952,58.5648,152.6019,0,10000,6,1,0
173,optimized,10000,85.30312,52.80508,139.2569,0,10000,6,1,10000
174,baseline,10000,92.044,54.2044,151.5136,0,10000,6,1,0
175,optimized,10000,80.90208,52.7872,138.8932,0,10000,6,1,10000
176,baseline,10000,91.33856,53.86472,147.0447,0,10000,6,1,0
177,optimized,10000,82.11356,46.2384,134.3197,0,10000,6,1,10000
178,baseline,10000,92.07288,55.08012,146.0838,0,10000,6,1,0
179,optimized,10000,82.94028,46.38988,129.0536,0,10000,6,1,10000
180,baseline,10000,92.33912,58.97648,147.9699,0,10000,6,1,0
181,optimized,10000,85.64376,52.82096,130.3712,0,10000,6,1,10000
182,baseline,10000,92.97504,59.14608,152.2313,0,10000,6,1,0
183,optimized,10000,86.096,52.92312,139.3801,0,10000,6,1,10000
184,baseline,10000,92.88116,59.06596,153.129,0,10000,6,1,0
185,optimized,10000,85.37064,52.74076,140.2016,0,10000,6,1,10000
186,baseline,10000,92.7778,58.74364,152.9044,0,10000,6,1,0
187,optimized,10000,85.66,52.87408,138.9128,0,10000,6,1,10000
188,baseline,10000,92.927,59.41904,152.3523,0,10000,6,1,0
189,optimized,10000,86.09364,53.085,139.5003,0,10000,6,1,10000
190,baseline,10000,92.25072,58.81724,153.5316,0,10000,6,1,0
191,optimized,10000,85.12044,52.88808,140.0066,0,10000,6,1,10000
