frame,pair,mode,count,warmup,normalized_time,total_sync_ms,submission_cpu_ms,prep_cpu_ms,prep_gpu_interval_ms,shadow_gpu_ms,main_gpu_ms,preskin_cpu_upload_ms,texture_upload_cpu_ms,texture_upload_bytes,geometry_upload_bytes,preskin_calls,main_instances,main_draws,main_mesh_instances,shadow_instances,shadow_draws,shadow_mesh_instances,alloc_bytes,gen0,gen1,restore_submit_ms,restore_drain_ms,restore_bytes,restore_alloc_bytes,normal_correction_cpu_upload_ms,normal_correction_upload_bytes
120,60,baseline,1000,0,0.9836066,15.8959,0.3485,0.0505,0.00616,4.21428,10.14368,0,0.0184,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0398,0.4008,214896,0,0,0
121,60,preskin,1000,0,0.9836066,11.9006,0.3312,0.5131,0.04228,3.19704,6.82476,0.4911,0.0116,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1998,107448
122,61,preskin,1000,0,1,11.6163,0.2963,0.5388,0.04328,3.08984,6.70348,0.5145,0.015,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1675,107448
123,61,baseline,1000,0,1,14.3859,0.2842,0.0433,0.00568,3.69452,9.3848,0,0.0167,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0296,0.3257,214896,0,0,0
124,62,baseline,1000,0,0,15.5288,0.3753,0.0441,0.00624,4.1006,10.0404,0,0.0133,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0357,0.3594,214896,0,0,0
125,62,preskin,1000,0,0,12.8111,0.3389,0.6156,0.04404,3.42984,7.3184,0.5921,0.012,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.2269,107448
126,63,preskin,1000,0,0.016393442,13.0714,0.4104,0.501,0.0444,3.34088,7.69188,0.4584,0.0327,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1744,107448
127,63,baseline,1000,0,0.016393442,16.9335,0.4013,0.0544,0.00536,3.50548,9.97664,0,0.022699999999999998,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.039,0.3712,214896,0,0,0
128,64,baseline,1000,0,0.032786883,15.7641,0.4294,0.0538,0.00648,3.85136,9.90356,0,0.0206,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0626,0.396,214896,0,0,0
129,64,preskin,1000,0,0.032786883,14.0118,0.3471,0.5617,0.05596,4.01432,7.8798,0.5342,0.016,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.2326,107448
130,65,preskin,1000,0,0.04918033,12.2161,0.3312,0.5272,0.04348,3.28996,7.04784,0.4984,0.0179,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1934,107448
131,65,baseline,1000,0,0.04918033,15.4598,0.2645,0.0376,0.00572,3.69996,10.4802,0,0.0145,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0299,0.3192,214896,0,0,0
132,66,baseline,1000,0,0.06557377,16.171,0.3403,0.0482,0.00608,4.14308,10.54608,0,0.0174,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0371,0.4056,214896,0,0,0
133,66,preskin,1000,0,0.06557377,13.724,0.34,0.6425,0.0554,3.96392,7.71316,0.5974,0.0338,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.2068,107448
134,67,preskin,1000,0,0.08196721,12.6019,0.3243,0.4908,0.0422,3.22748,7.606,0.4514,0.0291,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1716,107448
135,67,baseline,1000,0,0.08196721,16.1969,0.3958,0.0402,0.006,4.19136,10.601,0,0.012400000000000001,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0387,0.4531,214896,0,0,0
136,68,baseline,1000,0,0.09836066,16.1448,0.3406,0.05,0.0064,4.15596,10.55064,0,0.0187,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0389,0.3728,214896,0,0,0
137,68,preskin,1000,0,0.09836066,13.5526,0.4141,0.6652,0.05672,3.76708,7.54028,0.6395,0.013500000000000002,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.232,107448
138,69,preskin,1000,0,0.114754096,12.3951,0.3193,0.532,0.04356,3.24544,7.28748,0.5059,0.0158,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1928,107448
139,69,baseline,1000,0,0.114754096,15.3711,0.3063,0.0437,0.00584,3.93748,10.1066,0,0.0159,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0299,0.3849,214896,0,0,0
140,70,baseline,1000,0,0.13114753,16.215,0.3507,0.0511,0.00612,4.17216,10.59148,0,0.020399999999999998,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0359,0.4391,214896,0,0,0
141,70,preskin,1000,0,0.13114753,12.4531,0.4737,0.6626,0.04608,3.25744,7.11576,0.6405,0.0114,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.2486,107448
142,71,preskin,1000,0,0.14754099,12.2712,0.3937,0.4925,0.044,3.23072,7.07952,0.4677,0.015,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1815,107448
143,71,baseline,1000,0,0.14754099,15.6574,0.2953,0.0399,0.00612,3.81044,10.48276,0,0.015099999999999999,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0297,0.3259,214896,0,0,0
144,72,baseline,1000,0,0.16393442,16.0687,0.3349,0.0488,0.00616,4.01276,10.61896,0,0.0182,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0381,0.3315,214896,0,0,0
145,72,preskin,1000,0,0.16393442,13.5356,0.3759,0.5452,0.05756,3.90064,7.48456,0.5211,0.0129,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.2073,107448
146,73,preskin,1000,0,0.18032786,11.999,0.3159,0.449,0.04256,3.06396,7.1642,0.4252,0.0143,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1597,107448
147,73,baseline,1000,0,0.18032786,16.3231,0.3127,0.0463,0.00604,3.99188,10.89352,0,0.0169,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0312,0.3652,214896,0,0,0
148,74,baseline,1000,0,0.19672132,18.613,0.34,0.0487,0.00724,5.44628,11.62144,0,0.0175,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0481,0.4398,214896,0,0,0
149,74,preskin,1000,0,0.19672132,14.5972,0.4737,0.7287,0.04792,3.68032,7.97596,0.6986,0.0159,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.2676,107448
150,75,preskin,1000,0,0.21311475,12.3865,0.3214,0.5225,0.04496,3.28268,7.26292,0.4942,0.0173,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1812,107448
151,75,baseline,1000,0,0.21311475,15.6726,0.2928,0.042,0.00572,3.83856,10.49336,0,0.016,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0325,0.3344,214896,0,0,0
152,76,baseline,1000,0,0.22950819,15.7586,0.3393,0.0496,0.0064,4.0722,10.2488,0,0.018,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0366,0.3565,214896,0,0,0
153,76,preskin,1000,0,0.22950819,12.5719,0.3399,0.5351,0.0452,3.41692,7.33492,0.5117,0.0119,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.2068,107448
154,77,preskin,1000,0,0.24590164,12.823,0.3095,0.4691,0.0422,3.23932,7.75952,0.4435,0.015300000000000001,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1699,107448
155,77,baseline,1000,0,0.24590164,15.5706,0.3112,0.0412,0.00616,4.03736,10.21176,0,0.0126,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.036,0.3492,214896,0,0,0
156,78,baseline,1000,0,0.26229507,16.0802,0.3387,0.0482,0.00664,4.18608,10.45816,0,0.018,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0394,0.4044,214896,0,0,0
157,78,preskin,1000,0,0.26229507,13.0509,0.3455,0.5495,0.04804,3.42408,7.71972,0.5254,0.0127,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.2167,107448
158,79,preskin,1000,0,0.27868852,12.3327,0.321,0.4899,0.04224,3.22248,7.32164,0.4638,0.0154,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1757,107448
159,79,baseline,1000,0,0.27868852,15.1844,0.3517,0.0391,0.00588,3.76008,10.10672,0,0.0146,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0294,0.3099,214896,0,0,0
160,80,baseline,1000,0,0.29508197,16.0476,0.338,0.0475,0.00684,4.26312,10.3962,0,0.0171,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0367,0.3326,214896,0,0,0
161,80,preskin,1000,0,0.29508197,12.2594,0.3419,0.5433,0.0472,3.32096,7.1292,0.5233,0.0088,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.2155,107448
162,81,preskin,1000,0,0.3114754,12.2025,0.3162,0.5042,0.04176,3.18768,7.24168,0.4627,0.0309,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.149,107448
163,81,baseline,1000,0,0.3114754,15.2671,0.3185,0.0424,0.00628,3.95872,9.96948,0,0.016,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0418,0.343,214896,0,0,0
164,82,baseline,1000,0,0.32786885,15.9869,0.34,0.0474,0.00596,4.10704,10.41832,0,0.0173,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0445,0.4543,214896,0,0,0
165,82,preskin,1000,0,0.32786885,12.654,0.3414,0.542,0.04468,3.35768,7.05844,0.5185,0.0126,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.2082,107448
166,83,preskin,1000,0,0.3442623,11.7233,0.289,0.4593,0.04284,3.19888,6.876,0.4325,0.016399999999999998,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1642,107448
167,83,baseline,1000,0,0.3442623,15.1459,0.2792,0.0394,0.00556,3.67476,10.10632,0,0.014700000000000001,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0338,0.3793,214896,0,0,0
168,84,baseline,1000,0,0.36065573,16.0487,0.3412,0.0514,0.00624,4.27172,10.30968,0,0.0199,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0429,0.3921,214896,0,0,0
169,84,preskin,1000,0,0.36065573,12.8364,0.3425,0.5095,0.04428,3.48412,7.45816,0.4873,0.011699999999999999,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1915,107448
170,85,preskin,1000,0,0.37704918,12.5958,0.3083,0.492,0.0394,3.089,6.98624,0.4654,0.0162,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1762,107448
171,85,baseline,1000,0,0.37704918,15.7698,0.297,0.043,0.0058,3.9742,10.49304,0,0.0162,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.034,0.3155,214896,0,0,0
172,86,baseline,1000,0,0.39344263,15.2497,0.3465,0.0465,0.00668,3.9796,9.92028,0,0.0172,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0399,0.3562,214896,0,0,0
173,86,preskin,1000,0,0.39344263,12.2123,0.3336,0.5244,0.04832,3.33272,7.10052,0.5036,0.0095,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.2068,107448
174,87,preskin,1000,0,0.40983605,11.6159,0.3001,0.4602,0.04228,3.1734,6.76696,0.4432,0.0077,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1708,107448
175,87,baseline,1000,0,0.40983605,15.4427,0.2897,0.0418,0.00576,3.86128,10.28168,0,0.015899999999999997,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0286,0.2707,214896,0,0,0
176,88,baseline,1000,0,0.4262295,16.439,0.3364,0.0513,0.0064,4.23928,10.84408,0,0.0193,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0432,0.3505,214896,0,0,0
177,88,preskin,1000,0,0.4262295,13.2575,0.3565,0.5259,0.04768,3.64172,7.59552,0.499,0.015200000000000002,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1913,107448
178,89,preskin,1000,0,0.44262296,12.2191,0.3102,0.5235,0.04592,3.2198,7.26432,0.4978,0.0155,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1986,107448
179,89,baseline,1000,0,0.44262296,15.6592,0.3011,0.043,0.00588,3.9894,10.33768,0,0.016399999999999998,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.041,0.4744,214896,0,0,0
180,90,baseline,1000,0,0.45901638,15.5235,0.3383,0.0487,0.00644,4.01052,10.1392,0,0.018000000000000002,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0483,0.4623,214896,0,0,0
181,90,preskin,1000,0,0.45901638,13.1074,0.3421,0.5557,0.04768,3.60504,7.51404,0.5318,0.0124,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.2184,107448
182,91,preskin,1000,0,0.47540984,12.2889,0.2976,0.496,0.04456,3.26616,7.31968,0.4708,0.0157,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.172,107448
183,91,baseline,1000,0,0.47540984,15.4326,0.3001,0.0422,0.00588,3.88044,10.1812,0,0.0155,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0319,0.3125,214896,0,0,0
184,92,baseline,1000,0,0.4918033,16.4457,0.3434,0.0479,0.0062,4.11672,10.51412,0,0.018,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0386,0.3765,214896,0,0,0
185,92,preskin,1000,0,0.4918033,12.021,0.4824,0.6005,0.0414,3.1236,6.86568,0.5754,0.0133,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.2151,107448
186,93,preskin,1000,0,0.5081967,12.614,0.3078,0.4918,0.04528,3.2562,7.60828,0.4639,0.0171,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1797,107448
187,93,baseline,1000,0,0.5081967,15.4735,0.3095,0.0641,0.00588,3.92728,10.27904,0,0.0174,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0323,0.32,214896,0,0,0
188,94,baseline,1000,0,0.52459013,15.4891,0.3467,0.0438,0.00632,3.94696,9.99296,0,0.0125,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.0453,0.3925,214896,0,0,0
189,94,preskin,1000,0,0.52459013,12.421,0.3464,0.5107,0.04404,3.33424,7.1216,0.4886,0.0119,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1861,107448
190,95,preskin,1000,0,0.5409836,11.8076,0.4154,0.5909,0.0448,3.1306,6.78364,0.5701,0.0096,49152,322344,1,1000,6,6000,1000,6,6000,0,0,0,0,0,0,0,0.1966,107448
191,95,baseline,1000,0,0.5409836,15.032,0.2932,0.0406,0.00604,3.87052,9.93516,0,0.0149,49152,0,0,1000,6,6000,1000,6,6000,0,0,0,0.026,0.3254,214896,0,0,0
