frame,pair,mode,count,warmup,normalized_time,total_sync_ms,submission_cpu_ms,prep_cpu_ms,prep_gpu_interval_ms,shadow_gpu_ms,main_gpu_ms,preskin_cpu_upload_ms,texture_upload_cpu_ms,texture_upload_bytes,geometry_upload_bytes,preskin_calls,main_instances,main_draws,main_mesh_instances,shadow_instances,shadow_draws,shadow_mesh_instances,alloc_bytes,gen0,gen1,restore_submit_ms,restore_drain_ms,restore_bytes,restore_alloc_bytes,normal_correction_cpu_upload_ms,normal_correction_upload_bytes
123,61,baseline,5000,0,1,71.067,1.5111,0.0687,0.0096,20.94428,46.77084,0,0.0242,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0509,0.4038,214896,0,0,0
124,62,baseline,5000,0,0,69.8505,1.5787,0.0668,0.00972,20.34836,46.12416,0,0.0215,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0493,0.3966,214896,0,0,0
125,62,preskin,5000,0,0,52.0424,1.66,0.5031,0.0588,15.23872,32.82972,0.451,0.0262,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1727,107448
126,63,preskin,5000,0,0.016393442,52.1845,1.4945,0.5192,0.06068,15.51088,32.94604,0.4626,0.024900000000000002,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1662,107448
127,63,baseline,5000,0,0.016393442,72.4181,1.4788,0.0729,0.00648,20.95964,46.75696,0,0.026500000000000003,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0427,0.3656,214896,0,0,0
128,64,baseline,5000,0,0.032786883,70.3697,1.563,0.0644,0.00724,20.60756,46.25252,0,0.019700000000000002,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0516,0.3652,214896,0,0,0
129,64,preskin,5000,0,0.032786883,52.7978,1.6672,0.4634,0.05912,15.21524,33.74716,0.4167,0.0187,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.164,107448
130,65,preskin,5000,0,0.04918033,50.3452,1.4534,0.4541,0.0434,15.54276,31.27524,0.4028,0.0228,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1455,107448
131,65,baseline,5000,0,0.04918033,71.0517,1.357,0.0648,0.00692,20.59496,47.26048,0,0.0216,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0372,0.3373,214896,0,0,0
132,66,baseline,5000,0,0.06557377,74.1659,2.0913,0.0842,0.00984,22.43192,47.6456,0,0.0335,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0612,0.4602,214896,0,0,0
133,66,preskin,5000,0,0.06557377,52.0708,2.1979,0.6231,0.0604,15.9196,31.56252,0.5567,0.0325,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1864,107448
134,67,preskin,5000,0,0.08196721,51.8411,1.389,0.4525,0.08808,15.23528,33.09764,0.4024,0.024800000000000003,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1367,107448
135,67,baseline,5000,0,0.08196721,69.4987,1.406,0.0668,0.00716,21.434,44.86956,0,0.0222,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0361,0.398,214896,0,0,0
136,68,baseline,5000,0,0.09836066,69.4966,1.564,0.0702,0.00712,20.64448,45.54692,0,0.0255,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0436,0.46,214896,0,0,0
137,68,preskin,5000,0,0.09836066,51.4852,1.5857,0.4533,0.059,15.4352,32.38448,0.4106,0.018500000000000003,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1575,107448
138,69,preskin,5000,0,0.114754096,51.7545,1.5946,0.4838,0.05992,15.59408,32.64364,0.4322,0.024300000000000002,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1392,107448
139,69,baseline,5000,0,0.114754096,69.1431,1.3598,0.0556,0.00708,20.22784,45.91824,0,0.0158,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0363,0.4381,214896,0,0,0
140,70,baseline,5000,0,0.13114753,74.6929,2.0262,0.0735,0.00984,22.76612,48.30184,0,0.0237,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0507,0.4012,214896,0,0,0
141,70,preskin,5000,0,0.13114753,57.7339,2.424,0.7273,0.06148,17.0668,35.66436,0.6493,0.0241,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.2483,107448
142,71,preskin,5000,0,0.14754099,55.2806,1.834,0.5422,0.06088,15.76132,35.39144,0.4891,0.0238,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1817,107448
143,71,baseline,5000,0,0.14754099,73.2217,1.466,0.0619,0.00704,23.60168,46.56476,0,0.02,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0355,0.2868,214896,0,0,0
144,72,baseline,5000,0,0.16393442,68.3007,2.0202,0.0682,0.00708,20.3332,44.38148,0,0.0202,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0388,0.4009,214896,0,0,0
145,72,preskin,5000,0,0.16393442,54.4529,1.7393,0.4987,0.06036,15.97652,34.50544,0.4472,0.0231,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1733,107448
146,73,preskin,5000,0,0.18032786,54.34,1.7298,0.436,0.05996,15.7532,34.75168,0.3792,0.031,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1369,107448
147,73,baseline,5000,0,0.18032786,75.2444,1.5794,0.0645,0.00976,23.68604,48.1006,0,0.0208,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0352,0.3818,214896,0,0,0
148,74,baseline,5000,0,0.19672132,78.3686,2.3679,0.0956,0.00956,25.83572,47.88944,0,0.029900000000000003,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0565,0.5172,214896,0,0,0
149,74,preskin,5000,0,0.19672132,52.8931,2.3304,0.6434,0.05816,15.0458,32.79756,0.5692,0.0354,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.2213,107448
150,75,preskin,5000,0,0.21311475,50.5483,1.5542,0.4457,0.06032,15.38268,31.3598,0.3956,0.0247,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.148,107448
151,75,baseline,5000,0,0.21311475,71.4209,1.3714,0.0765,0.00672,21.72188,46.44668,0,0.0286,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0437,0.3265,214896,0,0,0
152,76,baseline,5000,0,0.22950819,70.7015,1.8126,0.0867,0.00956,21.0026,45.92956,0,0.0298,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.047,0.4154,214896,0,0,0
153,76,preskin,5000,0,0.22950819,53.8676,2.3635,0.6213,0.06024,15.91,33.39304,0.5584,0.027999999999999997,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1969,107448
154,77,preskin,5000,0,0.24590164,50.7343,2.125,0.5344,0.06044,15.44764,30.91964,0.4778,0.0244,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1664,107448
155,77,baseline,5000,0,0.24590164,71.2294,1.3653,0.0701,0.00712,21.94312,46.20332,0,0.0245,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0514,0.3188,214896,0,0,0
156,78,baseline,5000,0,0.26229507,69.7651,1.4718,0.0733,0.00964,20.0714,46.44296,0,0.0249,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0528,0.4346,214896,0,0,0
157,78,preskin,5000,0,0.26229507,53.7295,1.771,0.4583,0.0584,15.54788,34.17288,0.4084,0.025,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1456,107448
158,79,preskin,5000,0,0.27868852,53.6353,1.6071,0.4465,0.04984,15.61904,34.35264,0.3967,0.0231,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.145,107448
159,79,baseline,5000,0,0.27868852,70.4838,1.6746,0.0598,0.00972,21.64132,45.4814,0,0.0205,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0342,0.3566,214896,0,0,0
160,80,baseline,5000,0,0.29508197,67.6293,1.6065,0.0671,0.00736,20.48972,43.775,0,0.0224,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0451,0.3994,214896,0,0,0
161,80,preskin,5000,0,0.29508197,51.3452,1.665,0.5074,0.0584,15.15124,32.33296,0.4574,0.020999999999999998,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1738,107448
162,81,preskin,5000,0,0.3114754,51.7131,1.5746,0.4498,0.06164,15.5276,32.28964,0.3997,0.022600000000000002,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1459,107448
163,81,baseline,5000,0,0.3114754,72.4271,1.3925,0.0667,0.0098,21.93668,47.1302,0,0.023,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0401,0.3745,214896,0,0,0
164,82,baseline,5000,0,0.32786885,72.9197,1.9764,0.0776,0.00988,20.83928,48.00648,0,0.0274,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0432,0.5043,214896,0,0,0
165,82,preskin,5000,0,0.32786885,52.8249,1.8574,0.5613,0.06156,15.96412,32.5184,0.5019,0.0324,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.183,107448
166,83,preskin,5000,0,0.3442623,50.7235,1.8291,0.5062,0.03804,15.168,31.86096,0.4524,0.023600000000000003,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1664,107448
167,83,baseline,5000,0,0.3442623,71.2618,1.9279,0.0658,0.00956,20.74104,46.8448,0,0.0187,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0279,0.3452,214896,0,0,0
168,84,baseline,5000,0,0.36065573,68.262,1.584,0.0801,0.00968,20.05156,44.74596,0,0.0276,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0485,0.4026,214896,0,0,0
169,84,preskin,5000,0,0.36065573,51.9241,1.5935,0.4705,0.05988,15.46272,32.49796,0.4227,0.0248,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1578,107448
170,85,preskin,5000,0,0.37704918,52.4276,1.4461,0.4453,0.0946,14.98532,33.32308,0.3889,0.028999999999999998,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1406,107448
171,85,baseline,5000,0,0.37704918,68.9603,1.3261,0.0622,0.00688,20.82944,45.13948,0,0.0215,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0326,0.3114,214896,0,0,0
172,86,baseline,5000,0,0.39344263,73.3259,1.6128,0.0774,0.0072,21.85188,48.09864,0,0.0294,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0433,0.3886,214896,0,0,0
173,86,preskin,5000,0,0.39344263,51.4438,1.8132,0.5608,0.06008,15.06432,32.21596,0.5048,0.0275,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1992,107448
174,87,preskin,5000,0,0.40983605,49.9671,1.4234,0.4408,0.0606,15.45288,31.03904,0.3879,0.0262,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1377,107448
175,87,baseline,5000,0,0.40983605,69.5266,1.8464,0.0575,0.00812,20.23644,45.7336,0,0.0186,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0295,0.3249,214896,0,0,0
176,88,baseline,5000,0,0.4262295,68.575,1.6917,0.0835,0.0078,20.17532,44.69644,0,0.0305,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0514,0.4075,214896,0,0,0
177,88,preskin,5000,0,0.4262295,58.5207,2.1867,0.4788,0.06052,17.78356,36.17244,0.4208,0.0298,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1488,107448
178,89,preskin,5000,0,0.44262296,58.857,1.9186,0.4852,0.05792,15.93796,38.577,0.4264,0.0308,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1443,107448
179,89,baseline,5000,0,0.44262296,80.4015,1.7156,0.0942,0.00956,28.31292,48.32316,0,0.0345,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.049,0.4047,214896,0,0,0
180,90,baseline,5000,0,0.45901638,81.6972,1.7039,0.0868,0.0098,29.35816,48.49304,0,0.0305,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0626,0.4762,214896,0,0,0
181,90,preskin,5000,0,0.45901638,58.3476,2.3703,0.7422,0.06052,17.141,35.68136,0.6475,0.034699999999999995,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.2386,107448
182,91,preskin,5000,0,0.47540984,53.3765,1.8096,0.5522,0.06144,15.42512,33.9494,0.4868,0.0324,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1789,107448
183,91,baseline,5000,0,0.47540984,71.6862,1.3703,0.0606,0.007,20.8356,47.895,0,0.019,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0358,0.3342,214896,0,0,0
184,92,baseline,5000,0,0.4918033,66.8253,1.5586,0.0714,0.00964,20.16112,43.44936,0,0.0222,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0399,0.3561,214896,0,0,0
185,92,preskin,5000,0,0.4918033,50.1914,2.0725,0.5204,0.05916,15.00448,31.1326,0.4725,0.0183,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1656,107448
186,93,preskin,5000,0,0.5081967,51.1349,1.838,0.4221,0.05916,15.33072,31.89668,0.38,0.0176,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1422,107448
187,93,baseline,5000,0,0.5081967,71.2131,1.3449,0.069,0.00692,21.83724,46.14812,0,0.025,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0408,0.32,214896,0,0,0
188,94,baseline,5000,0,0.52459013,70.1814,1.6368,0.0742,0.00984,21.38668,45.39968,0,0.024999999999999998,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.05,0.4294,214896,0,0,0
189,94,preskin,5000,0,0.52459013,51.6944,2.2107,0.5135,0.05956,15.1398,32.10608,0.4683,0.024399999999999998,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1732,107448
190,95,preskin,5000,0,0.5409836,52.9527,1.9845,0.5177,0.06044,15.38,33.41392,0.4565,0.027200000000000002,180224,322344,1,5000,6,30000,5000,6,30000,0,0,0,0,0,0,0,0.1711,107448
191,95,baseline,5000,0,0.5409836,72.897,1.4178,0.0743,0.00712,21.26876,48.18468,0,0.0275,180224,0,0,5000,6,30000,5000,6,30000,0,0,0,0.0408,0.3757,214896,0,0,0
