frame,frame_ms,simulation,presentation,behavior,transform_sync,emit,hud,animator,animator_updates,height_samples,terrain_rays,visible,hud_raw,hud_projected,behavior_ticks,minimap_collect,minimap_project,culling,gpu_instances,gpu_build,gpu_draw_cpu,poses,pose_build,upload_ms,upload_bytes,main_draws,shadow_draws,shadow_submit,alloc,gen0,gen1,tick,post,mode3d,overlay,overlay_build,end_draw,nav_target,nav_flow,nav_prep,nav_steering,nav_step,nav_hard,nav_sync,nav_steps,neighbor_candidates,hard_pairs,hard_candidates,hard_penetrating,moved_agents
1,563.7896728515625,0.26579999923706055,98.44979858398438,6.633999824523926,1.225600004196167,2.2620999813079834,0.6191999912261963,0.0071000000461936,0,5,0,0,0,0,0,6.068399906158447,7.309000015258789,5.7932000160217285,0,0,0,0,0,0,0,0,0,0,164476792,6,6,340.23370361328125,6.043499946594238,10.506699562072754,36.200801849365234,2.903899908065796,0.4341999888420105,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6.484600067138672,0.007899999618530273,2.6840999126434326,0.01209999993443489,0.016300000250339508,0.005400000140070915,0.01140000019222498,0.0008999999845400453,0,5,0,0,0,0,0,0.13519999384880066,0.03830000013113022,1.9560999870300293,0,0,0,0,0,0,0,0,0,0,12400,0,0,4.684899806976318,0.8263999819755554,0.05490000173449516,0.5455999970436096,0.7949000000953674,0.06390000134706497,0,0,0,0,0,0,0,0,0,0,0,0,0
3,91.89510345458984,73.50589752197266,5.51639986038208,0.01889999955892563,0.028300000354647636,2.4082999229431152,0.007899999618530273,0.003800000064074993,0,5,0,5,0,0,0,0.1437000036239624,0.05270000174641609,2.338900089263916,0,0,0,0,0,0,0,0,0,0,3575776,0,0,79.11100006103516,0.04470000043511391,10.174400329589844,0.3465999960899353,0.012900000438094139,0.11789999902248383,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6.807000160217285,5.376200199127197,0.6104999780654907,0.014600000344216824,0.012500000186264515,0.005900000222027302,0.00860000029206276,0.0010000000474974513,0,5,0,5,0,0,0,0.09049999713897705,0.054499998688697815,0.24469999969005585,0,0,0,0,0,0,0,0,0,0,9168,0,0,6.135300159454346,0.042500000447034836,0.12200000137090683,0.28870001435279846,0.01360000018030405,0.06360000371932983,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1251.648681640625,969.3651123046875,280.45098876953125,169.76220703125,6.22160005569458,22.24690055847168,0.01640000008046627,3.8018999099731445,5000,5009,0,5,0,0,0,1.0133999586105347,2.183799982070923,5.687399864196777,0,0,0,0,0,0,0,0,0,0,796670944,42,11,1249.9268798828125,0.25270000100135803,0.15070000290870667,0.9506000280380249,0.1972000002861023,0.131400004029274,0,0,0,0,0,0,0,0,0,0,0,0,0
6,169.2716064453125,63.701499938964844,80.88780212402344,11.85099983215332,8.095499992370605,22.158100128173828,0.01080000028014183,3.1974000930786133,5000,5009,0,5006,0,0,5000,0.8288999795913696,2.11929988861084,22.222200393676758,0,0,0,0,0,0,0,0,0,0,91395232,4,1,144.84710693359375,0.06849999725818634,19.742900848388672,0.4350000023841858,0.019700000062584877,0.1152999997138977,0,0,0,0,0,0,0,0,0,0,0,0,0
7,58.10200119018555,5.919000148773193,40.98680114746094,24.81800079345703,0.7131999731063843,1.7386000156402588,0.01730000041425228,1.0268000364303589,5000,5009,0,5006,0,0,5000,0.8701000213623047,2.364500045776367,4.882199764251709,0,0,0,0,0,0,0,0,0,0,326464,0,0,47.19419860839844,0.08330000191926956,5.067299842834473,0.382099986076355,0.019500000402331352,0.11479999870061874,0,0,0,0,0,0,0,0,0,0,0,0,0
8,61.36800003051758,20.46269989013672,24.778499603271484,11.834600448608398,0.7939000129699707,2.3366000652313232,0.011800000444054604,0.5516999959945679,5000,5009,0,5006,0,0,5000,1.1231000423431396,2.121500015258789,2.9161999225616455,5000,3.6598000000008803,1.1962,1,1.0461,0.1583,212992,15,15,0.9452,6409472,0,0,45.41960144042969,0.06639999896287918,6.531400203704834,0.41940000653266907,0.016100000590085983,0.11429999768733978,0,0,0,0,0,0,0,0,0,0,0,0,0
9,42.78799819946289,12.40839958190918,24.042800903320312,11.491800308227539,0.8029999732971191,1.7467000484466553,0.01360000018030405,0.755299985408783,5000,5009,0,5006,0,0,5000,0.7070000171661377,2.050800085067749,3.3436999320983887,5000,1.3068999999999482,0.2974,1,1.7776,0.0385,212992,15,15,0.3229,157440,0,0,36.64289855957031,0.0723000019788742,1.2218999862670898,0.38589999079704285,0.017100000753998756,0.12250000238418579,0,0,0,0,0,0,0,0,0,0,0,0,0
10,35.12860107421875,6.585400104522705,23.952299118041992,11.771599769592285,0.7398999929428101,1.7404999732971191,0.010499999858438969,0.9646000266075134,5000,5009,0,5006,0,0,5000,0.9950000047683716,2.0329999923706055,2.7167000770568848,5000,1.316299999999948,0.3019,1,0.0688,0.023600000000000003,212992,15,15,0.3493,7936,0,0,30.709299087524414,0.06679999828338623,1.1698999404907227,0.4490000009536743,0.021199999377131462,0.1281999945640564,0,0,0,0,0,0,0,0,0,0,0,0,0
11,60.98619842529297,30.791400909423828,25.698200225830078,12.110600471496582,0.8561000227928162,1.7345999479293823,0.013199999928474426,0.5489000082015991,5000,5009,0,5006,0,0,5000,1.1633000373840332,2.0701000690460205,3.311800003051758,5000,1.289599999999954,0.3557,1,0.07479999999999999,0.0248,212992,15,15,0.3413,26239544,0,0,56.652801513671875,0.07329999655485153,1.1919000148773193,0.3865000009536743,0.017999999225139618,0.12129999697208405,0,0,0,0,0,0,0,0,0,0,0,0,0
12,42.314998626708984,13.948599815368652,23.69930076599121,12.104499816894531,0.6590999960899353,1.6955000162124634,0.013299999758601189,0.541100025177002,5000,5009,0,5006,0,0,5000,0.9787999987602234,2.1073999404907227,2.7339999675750732,5000,1.2894999999999541,0.4162,1,0.0687,0.0241,212992,15,15,0.3775,14238856,0,0,37.806400299072266,0.07119999825954437,1.317199945449829,0.421099990606308,0.017999999225139618,0.12790000438690186,0,0,0,0,0,0,0,0,0,0,0,0,0
13,63.32339859008789,35.37580108642578,23.51180076599121,11.483099937438965,0.7789999842643738,1.9184999465942383,0.010300000198185444,0.5024999976158142,5000,5009,0,5006,0,0,5000,1.0218000411987305,1.9812999963760376,2.846400022506714,5000,1.2294999999999523,0.3384,1,0.06860000000000001,0.0236,212992,15,15,0.3974,12935736,1,1,59.09090042114258,0.06310000270605087,1.1342999935150146,0.38519999384880066,0.016699999570846558,0.125900000333786,0,0,0,0,0,0,0,0,0,0,0,0,0
14,100.7583999633789,73.29000091552734,22.712200164794922,11.479999542236328,0.6628000140190125,1.6022000312805176,0.012299999594688416,0.6521999835968018,5000,5009,0,5006,0,0,5000,0.7049000263214111,1.9697999954223633,2.6767001152038574,5000,1.2219999999999531,0.335,1,0.0674,0.026,212992,15,15,0.3643,31037712,0,0,96.24359893798828,0.07649999856948853,1.1324000358581543,0.38339999318122864,0.0210999995470047,0.43860000371932983,0,0,0,0,0,0,0,0,0,0,0,0,0
15,31.414100646972656,4.417399883270264,22.476699829101562,11.440299987792969,0.6316999793052673,1.6008000373840332,0.009700000286102295,0.6848999857902527,5000,5009,0,5006,0,0,5000,0.6985999941825867,2.013200044631958,2.6059000492095947,5000,1.2349999999999555,0.4158,1,0.0683,0.024800000000000003,212992,15,15,0.3535,7760,0,0,27.083499908447266,0.06289999932050705,1.2308000326156616,0.4041000008583069,0.016699999570846558,0.12780000269412994,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32.855098724365234,3.422800064086914,24.644899368286133,12.031299591064453,0.6517000198364258,1.7318999767303467,0.011500000022351742,0.7526000142097473,5000,5009,0,5006,0,0,5000,1.0008000135421753,2.216900110244751,2.821700096130371,5000,1.3768999999999543,0.3636,1,0.0749,0.0244,212992,15,15,0.3745,7760,0,0,28.253599166870117,0.06539999693632126,1.2965999841690063,0.40299999713897705,0.017999999225139618,0.1306000053882599,0,0,0,0,0,0,0,0,0,0,0,0,0
17,417.82501220703125,296.1418151855469,57.86920166015625,23.999399185180664,1.0255000591278076,16.647199630737305,26.25029945373535,0.7759000062942505,5000,5009,10000,5006,10000,10000,5000,1.0104999542236328,3.830699920654297,2.726599931716919,5000,1.1726999999999552,0.3289,1,0.06609999999999999,0.0219,212992,15,15,0.3292,299440624,16,5,354.1806945800781,35.88610076904297,1.0958000421524048,24.142099380493164,9.152099609375,0.12540000677108765,0,0,0,0,0,0,0,0,0,0,0,0,0
18,78.73989868164062,33.38309860229492,24.571699142456055,11.359299659729004,0.7078999876976013,2.2723000049591064,14.349499702453613,0.7228999733924866,5000,5009,10000,5006,10000,10000,5000,0.7321000099182129,3.2518999576568604,2.7488999366760254,5000,1.2200999999999544,0.3548,1,0.07730000000000001,0.0313,212992,15,15,0.4691,26632,0,0,58.175498962402344,14.418800354003906,1.202299952507019,2.1928000450134277,0.0203000009059906,0.11819999665021896,0.5505,0,3.2746,18.9791,23.7491,0.0006,0.9483,1,496100,0,0,0,0
19,49.091400146484375,3.0669000148773193,26.432600021362305,14.237799644470215,0.741100013256073,2.025700092315674,14.653800010681152,0.7074000239372253,5000,5009,10000,5006,10000,10000,5000,0.8823000192642212,2.411099910736084,2.5882999897003174,5000,1.2332999999999554,0.3614,1,0.0764,0.024900000000000002,212992,15,15,0.3369,1068424,0,0,29.66860008239746,14.73960018157959,1.1901999711990356,0.8729000091552734,0.020500000566244125,0.12039999663829803,0,0,0,0,0,0,0,0,0,0,0,0,0
20,70.48709869384766,9.462400436401367,25.65089988708496,12.413299560546875,0.6995000243186951,2.669100046157837,14.908300399780273,0.7117000222206116,5000,5009,10000,5006,10000,10000,5000,0.8895000219345093,2.42930006980896,2.585099935531616,5000,1.254799999999956,0.361,1,0.0745,0.0194,212992,15,15,0.3943,299696,0,0,35.27640151977539,15.309900283813477,1.1848000288009644,16.011600494384766,0.34929999709129333,0.10920000076293945,0,0,0,0,0,0,0,0,0,0,0,0,0
21,85.63040161132812,26.758399963378906,37.72919845581055,12.115300178527832,12.399800300598145,3.6733999252319336,14.958100318908691,0.6969000101089478,5000,5009,10000,5006,10000,10000,5000,0.7085000276565552,2.4746999740600586,2.7056000232696533,5000,1.2374999999999572,0.3731,1,0.0746,0.026199999999999998,212992,15,15,0.3748,8096,0,0,64.68250274658203,15.410599708557129,1.1827000379562378,1.6858999729156494,0.4011000096797943,0.12939999997615814,0.0071,0,0.7167,1.6795,8.2416,3.6643,0.3598,1,496100,29846,5000,2826,2683
22,47.19139862060547,2.880000114440918,23.849899291992188,11.484800338745117,0.7305999994277954,2.0058000087738037,15.203499794006348,0.6876999735832214,5000,5009,10000,5006,10000,10000,5000,0.9257000088691711,2.5076000690460205,2.685499906539917,5000,1.2779999999999583,0.3496,1,0.0779,0.028900000000000002,212992,15,15,0.3823,22824,0,0,26.89430046081543,15.271300315856934,1.198199987411499,1.0915000438690186,0.020999999716877937,0.12319999933242798,0,0,0,0,0,0,0,0,0,0,0,0,0
23,64.21790313720703,13.074000358581543,29.074100494384766,12.743800163269043,2.5462000370025635,3.795099973678589,15.059499740600586,0.6973000168800354,5000,5009,10000,5006,10000,10000,5000,0.7416999936103821,2.52839994430542,2.817500114440918,5000,1.1790999999999565,0.3462,1,0.0741,0.0239,212992,15,15,0.387,319464,0,0,42.322601318359375,15.408900260925293,1.1151000261306763,2.7839999198913574,0.29330000281333923,0.12319999933242798,0.0068,3.7553000450134277,0.0685,1.6565,3.8115,1.9585,0.3341,1,495742,29707,5000,2871,1514
24,50.46839904785156,7.801700115203857,23.030000686645508,11.090999603271484,0.6776000261306763,1.9146000146865845,14.601200103759766,0.6693999767303467,5000,5009,10000,5006,10000,10000,5000,0.7551000118255615,2.4316000938415527,2.6282999515533447,5000,1.197699999999956,0.3741,1,0.0772,0.0202,212992,15,15,0.4015,12000,0,0,31.002399444580078,14.672100067138672,1.1578999757766724,0.984000027179718,0.020099999383091927,0.12380000203847885,0,0,0,0,0,0,0,0,0,0,0,0,0
