frame,frame_ms,simulation,presentation,behavior,transform_sync,emit,hud,animator,animator_updates,height_samples,terrain_rays,visible,hud_raw,hud_projected,behavior_ticks,minimap_collect,minimap_project,culling,gpu_instances,gpu_build,gpu_draw_cpu,poses,pose_build,upload_ms,upload_bytes,main_draws,shadow_draws,shadow_submit,alloc,gen0,gen1,tick,post,mode3d,overlay,overlay_build,end_draw,nav_target,nav_flow,nav_prep,nav_steering,nav_step,nav_hard,nav_sync,nav_steps,neighbor_candidates,hard_pairs,hard_candidates,hard_penetrating,moved_agents
1,915.9375,0.5942999720573425,190.79640197753906,7.100399971008301,1.319200038909912,7.71150016784668,0.9785000085830688,0.01140000019222498,0,5,0,0,0,0,0,24.674999237060547,7.883500099182129,12.343899726867676,0,0,0,0,0,0,0,0,0,0,164469792,6,6,572.1029052734375,64.53479766845703,11.25469970703125,41.792198181152344,59.215301513671875,0.5697000026702881,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8.435400009155273,0.010200000368058681,3.2781999111175537,0.012199999764561653,0.018799999728798866,0.020400000736117363,0.01850000023841858,0.0007999999797903001,0,5,0,0,0,0,0,0.1679999977350235,0.09830000251531601,2.23799991607666,0,0,0,0,0,0,0,0,0,0,12400,0,0,5.719600200653076,1.4701000452041626,0.06930000334978104,0.6897000074386597,1.402899980545044,0.10050000250339508,0,0,0,0,0,0,0,0,0,0,0,0,0
3,140.65220642089844,117.99259948730469,6.557700157165527,0.026100000366568565,0.0333000011742115,2.8475000858306885,0.010300000198185444,0.0052999998442828655,0,5,0,5,0,0,0,0.11060000211000443,0.06729999929666519,2.765899896621704,0,0,0,0,0,0,0,0,0,0,3577160,0,0,124.6969985961914,0.058800000697374344,12.86970043182373,0.3813000023365021,0.016200000420212746,0.125900000333786,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4.067399978637695,2.282099962234497,0.7660999894142151,0.010700000450015068,0.016599999740719795,0.006399999838322401,0.010400000028312206,0.0008999999845400453,0,5,0,5,0,0,0,0.09619999676942825,0.05050000175833702,0.34369999170303345,0,0,0,0,0,0,0,0,0,0,8480,0,0,3.224400043487549,0.04740000143647194,0.19429999589920044,0.32440000772476196,0.013799999840557575,0.07450000196695328,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6.095699787139893,4.777500152587891,0.4609000086784363,0.007499999832361937,0.013199999928474426,0.0066999997943639755,0.00800000037997961,0.0015999999595806003,0,5,0,5,0,0,0,0.09709999710321426,0.042899999767541885,0.09780000150203705,0,0,0,0,0,0,0,0,0,0,8280,0,0,5.375199794769287,0.039799999445676804,0.0989999994635582,0.3424000144004822,0.012500000186264515,0.08399999886751175,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2605.6826171875,1829.2474365234375,774.2388916015625,561.9006958007812,18.697900772094727,35.44449996948242,0.013100000098347664,6.440999984741211,10000,10009,0,5,0,0,0,1.8207999467849731,4.294600009918213,14.808099746704102,0,0,0,0,0,0,0,0,0,0,2545201688,87,20,2603.633056640625,0.28679999709129333,0.15360000729560852,0.9625999927520752,0.21330000460147858,0.4228000044822693,0,0,0,0,0,0,0,0,0,0,0,0,0
7,239.1829071044922,112.55860137939453,93.7042007446289,27.80970001220703,1.2002999782562256,21.071699142456055,0.010599999688565731,1.5396000146865845,10000,10009,0,10006,0,0,10000,1.3653000593185425,3.7885000705718994,30.14189910888672,0,0,0,0,0,0,0,0,0,0,280415344,14,2,206.5590057373047,0.06440000236034393,23.85890007019043,0.39739999175071716,0.019200000911951065,0.11869999766349792,0,0,0,0,0,0,0,0,0,0,0,0,0
8,64.6791000366211,7.283400058746338,54.611900329589844,26.67930030822754,1.1615999937057495,4.073200225830078,0.020800000056624413,1.1819000244140625,10000,10009,0,10006,0,0,10000,1.4950000047683716,4.572999954223633,8.598600387573242,0,0,0,0,0,0,0,0,0,0,348544,0,0,62.140499114990234,0.08860000222921371,0.8640999794006348,0.392300009727478,0.01850000023841858,0.11569999903440475,0,0,0,0,0,0,0,0,0,0,0,0,0
9,82.64209747314453,16.297399520874023,47.290401458740234,25.046499252319336,1.0414999723434448,3.422300100326538,0.009200000204145908,1.2009999752044678,10000,10009,0,10006,0,0,10000,1.4867000579833984,3.8090999126434326,5.51639986038208,10000,4.216700000001546,1.1838,1,2.1551,0.2036,376832,15,15,1.4871,8102248,0,0,63.758399963378906,0.06319999694824219,6.829599857330322,0.3668999969959259,0.016200000420212746,0.120899997651577,0,0,0,0,0,0,0,0,0,0,0,0,0
10,70.71549987792969,13.719099998474121,50.10340118408203,27.444499969482422,1.0162999629974365,3.663599967956543,0.01600000075995922,1.4855999946594238,10000,10009,0,10006,0,0,10000,1.1653000116348267,4.037499904632568,5.553800106048584,10000,1.8666999999998815,0.6461,1,0.0756,0.034,376832,15,15,0.7855,176096,0,0,64.00150299072266,0.0843999981880188,2.0285000801086426,0.4115999937057495,0.01640000008046627,0.12250000238418579,0,0,0,0,0,0,0,0,0,0,0,0,0
