frame,frame_ms,simulation,presentation,behavior,transform_sync,emit,hud,animator,animator_updates,height_samples,terrain_rays,visible,hud_raw,hud_projected,behavior_ticks,minimap_collect,minimap_project,culling,gpu_instances,gpu_build,gpu_draw_cpu,poses,pose_build,upload_ms,upload_bytes,main_draws,shadow_draws,shadow_submit,alloc,gen0,gen1,tick,post,mode3d,overlay,overlay_build,end_draw,nav_target,nav_flow,nav_prep,nav_steering,nav_step,nav_hard,nav_sync,nav_steps,neighbor_candidates,hard_pairs,hard_candidates,hard_penetrating,moved_agents
1,605.61767578125,0.2669000029563904,107.69979858398438,8.27280044555664,1.86899995803833,2.7499001026153564,0.6288999915122986,0.007199999876320362,0,5,0,0,0,0,0,6.622399806976318,7.155200004577637,6.142099857330322,0,0,0,0,0,0,0,0,0,0,164469520,6,6,358.29010009765625,6.146999835968018,10.564800262451172,40.03020095825195,2.912400007247925,0.4893999993801117,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7.895100116729736,0.00839999970048666,2.9518001079559326,0.011699999682605267,0.01730000041425228,0.02070000022649765,0.018200000748038292,0.0008999999845400453,0,5,0,0,0,0,0,0.16609999537467957,0.09669999778270721,1.9532999992370605,0,0,0,0,0,0,0,0,0,0,12400,0,0,5.013999938964844,1.7834999561309814,0.0723000019788742,0.5956000089645386,1.7197999954223633,0.07249999791383743,0,0,0,0,0,0,0,0,0,0,0,0,0
3,105.15750122070312,83.84030151367188,5.835700035095215,0.02199999988079071,0.027000000700354576,1.926800012588501,0.010099999606609344,0.004100000020116568,0,5,0,5,0,0,0,0.10300000011920929,0.065700002014637,3.066999912261963,0,0,0,0,0,0,0,0,0,0,3575776,0,0,89.78119659423828,0.05590000003576279,12.31309986114502,0.39149999618530273,0.015699999406933784,0.1225999966263771,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3.9261999130249023,2.139699935913086,0.660099983215332,0.011099999770522118,0.015699999406933784,0.006599999964237213,0.012000000104308128,0.0007999999797903001,0,5,0,5,0,0,0,0.0892999991774559,0.04360000044107437,0.28040000796318054,0,0,0,0,0,0,0,0,0,0,8480,0,0,2.9753000736236572,0.05889999866485596,0.1940000057220459,0.38690000772476196,0.017500000074505806,0.09160000085830688,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5.401500225067139,4.191999912261963,0.4163999855518341,0.00800000037997961,0.01640000008046627,0.006300000008195639,0.007899999618530273,0.0008999999845400453,0,5,0,5,0,0,0,0.09600000083446503,0.04179999977350235,0.07840000092983246,0,0,0,0,0,0,0,0,0,0,8280,0,0,4.757800102233887,0.04050000011920929,0.09350000321865082,0.26649999618530273,0.01209999993443489,0.08810000121593475,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2602.287353515625,1796.5126953125,803.8264770507812,577.4957275390625,18.751800537109375,37.11690139770508,0.010200000368058681,7.627299785614014,10000,10009,0,5,0,0,0,1.839400053024292,3.8606998920440674,13.781399726867676,0,0,0,0,0,0,0,0,0,0,2545205592,87,20,2600.460205078125,0.26759999990463257,0.1565999984741211,1.0568000078201294,0.20880000293254852,0.12030000239610672,0,0,0,0,0,0,0,0,0,0,0,0,0
7,200.65040588378906,91.18360137939453,77.24220275878906,19.522300720214844,1.0216000080108643,17.40999984741211,0.014299999922513962,1.2900999784469604,10000,10009,0,10006,0,0,10000,1.3238999843597412,3.761899948120117,26.0585994720459,0,0,0,0,0,0,0,0,0,0,280415344,14,2,168.67430114746094,0.08219999819993973,22.60540008544922,0.39660000801086426,0.02370000071823597,0.12409999966621399,0,0,0,0,0,0,0,0,0,0,0,0,0
8,46.1963005065918,4.251500129699707,39.39690017700195,17.730100631713867,0.8285999894142151,2.8201000690460205,0.017500000074505806,1.2578999996185303,10000,10009,0,10006,0,0,10000,1.1797000169754028,3.7964999675750732,5.053500175476074,0,0,0,0,0,0,0,0,0,0,348544,0,0,43.92179870605469,0.07940000295639038,0.703000009059906,0.39800000190734863,0.018699999898672104,0.11490000039339066,0,0,0,0,0,0,0,0,0,0,0,0,0
9,75.2844009399414,14.11870002746582,40.023101806640625,17.791099548339844,0.9563000202178955,3.2167999744415283,0.017799999564886093,1.156000018119812,10000,10009,0,10006,0,0,10000,1.059000015258789,3.8183000087738037,5.575099945068359,10000,4.541600000000926,1.4081,1,2.2649,0.2327,376832,15,15,1.7005,8102248,0,0,54.32270050048828,0.09359999746084213,7.8730998039245605,0.43799999356269836,0.021700000390410423,0.1265999972820282,0,0,0,0,0,0,0,0,0,0,0,0,0
10,56.320098876953125,11.503800392150879,37.2515983581543,16.2007999420166,0.8234999775886536,2.6767001152038574,0.015799999237060547,1.441499948501587,10000,10009,0,10006,0,0,10000,1.3087999820709229,3.9904000759124756,4.836999893188477,10000,1.9679999999998783,0.5988,1,0.08070000000000001,0.027999999999999997,376832,15,15,0.8815,176096,0,0,48.97079849243164,0.0917000025510788,2.3538999557495117,0.41449999809265137,0.021199999377131462,0.12780000269412994,0,0,0,0,0,0,0,0,0,0,0,0,0
