frame,frame_ms,simulation,presentation,behavior,transform_sync,emit,hud,animator,animator_updates,height_samples,terrain_rays,visible,hud_raw,hud_projected,behavior_ticks,minimap_collect,minimap_project,culling,gpu_instances,gpu_build,gpu_draw_cpu,poses,pose_build,upload_ms,upload_bytes,main_draws,shadow_draws,shadow_submit,alloc,gen0,gen1,tick,post,mode3d,overlay,overlay_build,end_draw,nav_target,nav_flow,nav_prep,nav_steering,nav_step,nav_hard,nav_sync,nav_steps,neighbor_candidates,hard_pairs,hard_candidates,hard_penetrating,moved_agents
1,871.0715942382812,0.4440000057220459,153.91050720214844,11.897500038146973,2.267400026321411,3.0506999492645264,1.0723999738693237,0.027699999511241913,0,5,0,0,0,0,0,7.897200107574463,10.16450023651123,10.803199768066406,0,0,0,0,0,0,0,0,0,0,164471208,6,6,494.63330078125,10.0556001663208,11.80049991607666,68.0103988647461,4.681000232696533,0.6025000214576721,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9.323599815368652,0.011599999852478504,3.881999969482422,0.014299999922513962,0.02250000089406967,0.009100000374019146,0.013299999758601189,0.0007999999797903001,0,5,0,0,0,0,0,0.12999999523162842,0.07800000160932541,2.9214000701904297,0,0,0,0,0,0,0,0,0,0,12592,0,0,6.625800132751465,1.0413000583648682,0.06939999759197235,1.0090999603271484,0.995199978351593,0.1396999955177307,0,0,0,0,0,0,0,0,0,0,0,0,0
3,125.17479705810547,100.65070343017578,6.521500110626221,0.022199999541044235,0.03020000085234642,2.2757999897003174,0.009999999776482582,0.004399999976158142,0,5,0,5,0,0,0,0.15129999816417694,0.07930000126361847,3.0931999683380127,0,0,0,0,0,0,0,0,0,0,3577496,0,0,107.36119842529297,0.05950000137090683,14.002300262451172,0.40299999713897705,0.018699999898672104,0.16509999334812164,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4.853099822998047,2.8178000450134277,0.9090999960899353,0.013199999928474426,0.02070000022649765,0.009600000455975533,0.015200000256299973,0.0013000000035390258,0,5,0,5,0,0,0,0.1200999990105629,0.0771000012755394,0.38659998774528503,0,0,0,0,0,0,0,0,0,0,8672,0,0,3.890700101852417,0.10050000250339508,0.16930000483989716,0.3894999921321869,0.05139999836683273,0.08550000190734863,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5.896100044250488,4.6006999015808105,0.4438999891281128,0.009499999694526196,0.015300000086426735,0.006899999920278788,0.008100000210106373,0.0008999999845400453,0,5,0,5,0,0,0,0.08160000294446945,0.039900001138448715,0.10429999977350235,0,0,0,0,0,0,0,0,0,0,8472,0,0,5.195199966430664,0.03909999877214432,0.09849999845027924,0.3260999917984009,0.010900000110268593,0.07729999721050262,0,0,0,0,0,0,0,0,0,0,0,0,0
6,384.0924072265625,309.556396484375,72.88800048828125,44.088199615478516,2.45989990234375,6.43209981918335,0.00860000029206276,3.4033000469207764,1000,1009,0,5,0,0,0,0.4799000024795532,0.42149999737739563,1.0324000120162964,0,0,0,0,0,0,0,0,0,0,116135104,5,4,382.5700988769531,0.1606999933719635,0.11620000004768372,0.9125999808311462,0.12210000306367874,0.12110000103712082,0,0,0,0,0,0,0,0,0,0,0,0,0
7,67.28359985351562,27.698299407958984,15.20259952545166,3.5083000659942627,0.576200008392334,4.973899841308594,0.00989999994635582,0.3167000114917755,1000,1009,0,1006,0,0,1000,0.2953000068664551,0.41519999504089355,3.6138999462127686,0,0,0,0,0,0,0,0,0,0,11426512,0,0,43.05609893798828,0.0560000017285347,20.830799102783203,0.36570000648498535,0.016200000420212746,0.12219999730587006,0,0,0,0,0,0,0,0,0,0,0,0,0
8,55.05799865722656,43.61289978027344,10.108099937438965,4.275400161743164,1.1233999729156494,1,0.009999999776482582,0.12370000034570694,1000,1009,0,1006,0,0,1000,0.27639999985694885,0.5011000037193298,1.3523999452590942,0,0,0,0,0,0,0,0,0,0,18215224,1,0,53.91080093383789,0.053599998354911804,0.22789999842643738,0.3946000039577484,0.015200000256299973,0.12189999967813492,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14.067299842834473,2.4370999336242676,10.230199813842773,2.8111000061035156,0.871399998664856,0.7020000219345093,0.009200000204145908,0.12370000034570694,1000,1009,0,1006,0,0,1000,0.3407999873161316,0.5273000001907349,1.1377999782562256,0,0,0,0,0,0,0,0,0,0,12576,0,0,12.858799934387207,0.05090000107884407,0.2612999975681305,0.44850000739097595,0.014999999664723873,0.11739999800920486,0,0,0,0,0,0,0,0,0,0,0,0,0
10,184.72689819335938,79.55500030517578,25.88319969177246,7.581200122833252,0.605400025844574,10.634499549865723,8.530099868774414,0.25589999556541443,1000,1009,2000,1006,2000,2000,1000,0.42340001463890076,2.3408000469207764,1.2517999410629272,1000,2.9896000000000886,1.1177,1,0.9047999999999999,0.1362,81920,15,15,0.601,47895472,2,1,105.60659790039062,15.496899604797363,24.106000900268555,32.105499267578125,6.265900135040283,0.1298000067472458,0,0,0,0,0,0,0,0,0,0,0,0,0
