frame,fps,cleanPerf,visibleEntities,presenterActive,presenterDefs,primitiveRaw,primitiveStaticRaw,skinnedRaw,gpuSkinned,gpuSkinBuild,gpuSkinDraw,gap,poll,pre,tick,post,begin,sim,simTop1,simTop2,simTop3,presentation,presTop1,presTop2,presTop3,behavior,behaviorBoot,behaviorOwner,behaviorAttr,behaviorTag,behaviorTick,animator,transformSync,minimapCollect,minimapMarkers,minimapProject,minimapScreen,heightSync,heightSamples,requestFlush,spawnBatch,spawnPerf,spawnPerfParts,spawnPerfChildParts,cull,cullSpatial,cullStatic,cullDyn,cullEntity,cullSync,hudProj,hudRaw,hudProjected,hudDensitySkip,mode3D,terrain,terrainChunks,field,fieldCount,fieldDirty,fieldArea,fieldDraws,primitive,primSync,primBucket,primImmediate,primImmediateSkip,primBuild,primDraw,primInstances,primBatches,primCache,ground,groundCount,groundRaw,spline,splineCount,splineRaw,debugDraw,debugDrawCount,debugDrawRaw,overlay,overlayBuild,overlayDirtyLanes,overlayItems,overlayRebuilt,overlayPaint,overlayComposite,uiRender,uiUpload,overlayFinal,nativeDiag,emit,emitDirty,emitDirtyCount,emitRetained,emitRetainedCount,hudPositionOnly,emitRetainedDirectPath,endDraw,screenshot,worldHud,screenBars,screenText,worldHudDrops,screenHudDrops,overlaySceneDrops,utc
138.00ms,7.2,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.58,0.00,0.00,0.06,26.48,8.99,0.01,6.50,EffectProcessingLoopSystem:2.74,MassNavigationAuthoredAgentBindingSystem:1.35,MapEntityLifecycleObserverSystem:0.86,19.85,PresenterBehaviorSystem:5.56,CameraCullingSystem:4.74,PresenterEmitSystem:2.89,5.56,0,169,169,0,10000,1.02,1.81,0.35,10009/0,0.00,0/0,0.69,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.74,2.85,0.01,1.87,4.74,0.00,8.66,20000,12076,0,2.60,0.03,4/0,0.00,0,0,0,0,2.54,0.00,0.05,0.01,6,0.00,0.03,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.34,0.29,2,12076,0,3.34,0.00,0.00,0.00,0.00,0.00,2.88,0.00,0,0.67,336,0,336/0/0,92.08,0.00,20000,6043,6033,0,0,0,2026-09-09T18:49:07.9239757Z
138.40ms,7.2,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.20,0.59,0.00,0.00,0.06,27.03,9.03,0.01,4.88,MassNavigationAuthoredAgentBindingSystem:1.48,AttributeAggregatorSystem:1.14,MapEntityLifecycleObserverSystem:1.07,22.02,PresenterBehaviorSystem:5.74,CameraCullingSystem:4.80,PresenterEmitSystem:3.73,5.74,0,187,187,0,10000,1.15,2.21,0.50,10009/0,0.00,0/0,0.80,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.80,2.71,0.00,2.07,4.79,0.00,8.67,20000,12076,0,2.59,0.03,4/0,0.00,0,0,0,0,2.51,0.00,0.04,0.01,6,0.00,0.03,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,4.06,0.34,2,12076,0,4.05,0.00,0.00,0.00,0.00,0.00,3.73,0.00,0,0.75,372,0,372/0/0,90.77,0.00,20000,6043,6033,0,0,0,2026-09-09T18:49:15.8381810Z
139.54ms,7.2,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.23,0.75,0.01,0.00,0.09,23.77,8.87,0.01,0.39,EffectProcessingLoopSystem:0.37,:0.00,:0.00,23.16,PresenterBehaviorSystem:5.47,CameraCullingSystem:5.41,PresenterEntityTransformSyncSystem:4.36,5.46,0,0,0,0,10000,1.00,4.35,0.41,10009/0,0.00,0/0,0.78,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.41,2.75,0.01,2.64,5.41,0.00,8.83,20000,12072,0,2.74,0.02,4/0,0.00,0,0,0,0,2.68,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.85,0.00,0,12072,0,1.85,0.00,0.00,0.00,0.00,0.00,2.58,0.00,0,0.00,0,0,0/0/0,97.63,0.00,20000,6041,6031,0,0,0,2026-09-09T18:49:23.8646919Z
124.45ms,8.0,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.20,0.66,0.00,0.00,0.06,19.62,8.72,0.01,0.33,EffectProcessingLoopSystem:0.32,:0.00,:0.00,19.16,CameraCullingSystem:5.33,PresenterBehaviorSystem:5.12,PresenterEmitSystem:2.25,5.12,0,0,0,0,10000,0.98,1.90,0.39,10009/0,0.00,0/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.32,2.81,0.01,2.50,5.32,0.00,8.69,20000,12072,0,2.71,0.03,4/0,0.00,0,0,0,0,2.65,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.50,0.00,0,12072,0,1.50,0.00,0.00,0.00,0.00,0.00,2.25,0.00,0,0.00,0,0,0/0/0,87.45,0.00,20000,6041,6031,0,0,0,2026-09-09T18:49:31.5661809Z
123.98ms,8.1,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.22,0.59,0.00,0.00,0.06,23.59,9.02,0.00,4.25,MassNavigationAuthoredAgentBindingSystem:1.44,AttributeAggregatorSystem:0.98,MapEntityLifecycleObserverSystem:0.90,19.22,PresenterBehaviorSystem:5.44,CameraCullingSystem:4.16,PresenterEmitSystem:3.27,5.44,0,162,162,0,10000,0.99,1.65,0.37,10009/0,0.00,0/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.16,2.73,0.00,1.41,4.16,0.00,8.72,20000,12072,0,2.54,0.02,4/0,0.00,0,0,0,0,2.48,0.00,0.03,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.33,0.29,2,12072,0,3.32,0.00,0.00,0.00,0.00,0.00,3.27,0.00,0,0.65,322,0,322/0/0,81.15,0.00,20000,6041,6031,0,0,0,2026-09-09T18:49:39.7444744Z
187.90ms,5.3,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.22,1.02,0.01,0.00,0.06,22.35,8.77,0.01,2.32,EffectProcessingLoopSystem:2.31,:0.00,:0.00,19.90,CameraCullingSystem:5.30,PresenterBehaviorSystem:5.20,PresenterEmitSystem:2.85,5.20,0,0,0,0,10000,1.00,1.96,0.38,10009/0,0.00,0/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.29,2.76,0.01,2.52,5.29,0.00,8.74,20000,12071,0,3.15,0.03,4/0,0.00,0,0,0,0,3.09,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,2.07,0.00,0,12071,0,2.07,0.00,0.00,0.00,0.00,0.00,2.85,0.00,0,0.00,0,0,0/0/0,146.97,0.00,20000,6041,6030,0,0,0,2026-09-09T18:49:47.5168215Z
130.27ms,7.7,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.20,0.64,0.00,0.00,0.06,29.60,8.99,0.01,8.28,MassNavigationSimulationStepSystem:6.07,AbilityEndOrderSystem:0.55,EffectProcessingLoopSystem:0.41,21.18,PresenterBehaviorSystem:5.14,CameraCullingSystem:4.24,PresenterEntityTransformSyncSystem:3.79,5.14,0,0,0,0,10000,0.99,3.79,0.38,10009/0,0.00,0/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.24,2.65,0.00,1.57,4.24,0.00,8.69,20000,12068,0,2.60,0.02,4/0,0.00,0,0,0,0,2.54,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.66,0.27,2,12068,0,1.66,0.00,0.00,0.00,0.00,0.00,3.54,0.00,0,0.84,2754,2754,2754/0/0,83.04,0.00,20000,6039,6029,0,0,0,2026-09-09T18:49:55.7626876Z
125.70ms,8.0,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.39,0.58,0.00,0.00,0.06,23.62,9.15,0.01,4.39,MassNavigationAuthoredAgentBindingSystem:1.44,AttributeAggregatorSystem:1.11,MapEntityLifecycleObserverSystem:0.95,19.10,PresenterBehaviorSystem:5.40,CameraCullingSystem:4.40,PresenterEmitSystem:2.87,5.40,0,171,171,0,10000,1.00,1.63,0.40,10009/0,0.00,0/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.40,2.82,0.00,1.57,4.40,0.00,8.77,20000,12066,0,2.64,0.03,4/0,0.00,0,0,0,0,2.57,0.00,0.03,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.25,0.35,2,12066,0,3.25,0.00,0.00,0.00,0.00,0.00,2.87,0.00,0,0.67,340,0,340/0/0,82.29,0.00,20000,6038,6028,0,0,0,2026-09-09T18:50:03.3919158Z
125.17ms,8.0,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.64,0.00,0.00,0.06,19.71,8.70,0.01,0.33,EffectProcessingLoopSystem:0.32,:0.00,:0.00,19.24,CameraCullingSystem:5.27,PresenterBehaviorSystem:5.25,PresenterEmitSystem:2.31,5.25,0,0,0,0,10000,1.02,1.75,0.39,10009/0,0.00,0/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.27,2.75,0.01,2.50,5.27,0.00,8.68,20000,12066,0,2.62,0.02,4/0,0.00,0,0,0,0,2.56,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.53,0.00,0,12066,0,1.53,0.00,0.00,0.00,0.00,0.00,2.31,0.00,0,0.00,0,0,0/0/0,88.17,0.00,20000,6038,6028,0,0,0,2026-09-09T18:50:10.9788974Z
127.04ms,7.9,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.66,0.00,0.00,0.05,20.23,8.71,0.00,0.35,EffectProcessingLoopSystem:0.34,:0.00,:0.00,19.75,CameraCullingSystem:5.27,PresenterBehaviorSystem:5.21,PresenterEmitSystem:2.40,5.21,0,0,0,0,10000,0.99,2.18,0.44,10009/0,0.00,0/0,0.66,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.27,2.72,0.01,2.54,5.27,0.00,8.68,20000,12066,0,2.63,0.03,4/0,0.00,0,0,0,0,2.55,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.59,0.00,0,12066,0,1.58,0.00,0.00,0.00,0.00,0.00,2.39,0.00,0,0.00,0,0,0/0/0,89.45,0.00,20000,6038,6028,0,0,0,2026-09-09T18:50:18.5756566Z
124.52ms,8.0,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.22,0.69,0.00,0.00,0.05,21.91,8.81,0.01,2.59,EffectProcessingLoopSystem:2.58,:0.00,:0.00,19.20,PresenterBehaviorSystem:5.30,CameraCullingSystem:5.28,PresenterEmitSystem:2.24,5.30,0,0,0,0,10000,1.04,1.73,0.40,10009/0,0.00,0/0,0.72,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.28,2.73,0.00,2.53,5.28,0.00,8.78,20000,12066,0,2.71,0.02,4/0,0.00,0,0,0,0,2.65,0.00,0.05,0.01,6,0.00,0.03,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.55,0.00,0,12066,0,1.55,0.00,0.00,0.00,0.00,0.00,2.23,0.00,0,0.00,0,0,0/0/0,85.04,0.00,20000,6038,6028,0,0,0,2026-09-09T18:50:26.2990232Z
124.11ms,8.1,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.19,0.64,0.00,0.00,0.06,24.08,9.03,0.01,4.55,MassNavigationAuthoredAgentBindingSystem:1.45,AttributeAggregatorSystem:1.12,MapEntityLifecycleObserverSystem:0.99,19.40,PresenterBehaviorSystem:5.63,CameraCullingSystem:4.24,PresenterEmitSystem:3.03,5.63,0,185,185,0,10000,0.99,1.67,0.40,10009/0,0.00,0/0,0.69,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.24,2.67,0.00,1.55,4.23,0.00,8.69,20000,12066,0,2.59,0.02,4/0,0.00,0,0,0,0,2.53,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.33,0.32,2,12066,0,3.33,0.00,0.00,0.00,0.00,0.00,3.03,0.00,0,0.77,368,0,368/0/0,80.60,0.00,20000,6038,6028,0,0,0,2026-09-09T18:50:33.7565162Z
125.19ms,8.0,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.65,0.00,0.00,0.06,21.69,8.68,0.00,2.58,EffectProcessingLoopSystem:2.57,:0.00,:0.00,18.98,CameraCullingSystem:5.28,PresenterBehaviorSystem:5.11,PresenterEmitSystem:2.25,5.11,0,0,0,0,10000,1.00,1.76,0.39,10009/0,0.00,0/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.28,2.70,0.00,2.56,5.28,0.00,8.66,20000,12066,0,2.63,0.02,4/0,0.00,0,0,0,0,2.57,0.00,0.04,0.01,6,0.00,0.03,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.53,0.00,0,12066,0,1.53,0.00,0.00,0.00,0.00,0.00,2.25,0.00,0,0.00,0,0,0/0/0,86.22,0.00,20000,6038,6028,0,0,0,2026-09-09T18:50:41.2789763Z
124.99ms,8.0,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.66,0.00,0.00,0.06,19.37,8.65,0.01,0.34,EffectProcessingLoopSystem:0.33,:0.00,:0.00,18.89,CameraCullingSystem:5.25,PresenterBehaviorSystem:5.13,PresenterEmitSystem:2.22,5.13,0,0,0,0,10000,0.99,1.76,0.34,10009/0,0.00,0/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.25,2.70,0.00,2.53,5.25,0.00,8.62,20000,12066,0,2.63,0.02,4/0,0.00,0,0,0,0,2.57,0.00,0.03,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.50,0.00,0,12066,0,1.49,0.00,0.00,0.00,0.00,0.00,2.22,0.00,0,0.00,0,0,0/0/0,88.41,0.00,20000,6038,6028,0,0,0,2026-09-09T18:50:48.8044104Z
133.20ms,7.5,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.65,0.00,0.00,0.06,48.15,8.93,0.01,27.17,MassNavigationSimulationStepSystem:24.62,SpatialPartitionUpdateSystem:0.49,AbilityEndOrderSystem:0.48,20.84,PresenterBehaviorSystem:5.13,CameraCullingSystem:4.37,PresenterEntityTransformSyncSystem:3.80,5.12,0,0,0,0,10000,0.99,3.80,0.38,10009/0,0.00,0/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.36,2.68,0.01,1.66,4.36,0.00,8.64,20000,12066,0,2.64,0.02,4/0,0.00,0,0,0,0,2.58,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.73,0.27,2,12066,0,1.72,0.00,0.00,0.00,0.00,0.00,3.08,0.00,0,0.90,2816,2816,2816/0/0,67.19,0.00,20000,6038,6028,0,0,0,2026-09-09T18:50:56.3999845Z
123.99ms,8.1,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.63,0.00,0.00,0.05,21.55,8.63,0.01,2.34,EffectProcessingLoopSystem:2.33,:0.00,:0.00,19.10,CameraCullingSystem:5.23,PresenterBehaviorSystem:5.18,PresenterEmitSystem:2.19,5.18,0,0,0,0,10000,0.99,1.97,0.37,10009/0,0.00,0/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.22,2.78,0.01,2.43,5.22,0.00,8.60,20000,12066,0,2.66,0.02,4/0,0.00,0,0,0,0,2.60,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.54,0.00,0,12066,0,1.53,0.00,0.00,0.00,0.00,0.00,2.19,0.00,0,0.00,0,0,0/0/0,85.29,0.00,20000,6038,6028,0,0,0,2026-09-09T18:51:04.2298020Z
126.90ms,7.9,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.20,0.68,0.00,0.00,0.05,20.02,8.78,0.01,0.33,EffectProcessingLoopSystem:0.33,:0.00,:0.00,19.55,CameraCullingSystem:5.49,PresenterBehaviorSystem:5.17,PresenterEmitSystem:2.21,5.17,0,0,0,0,10000,1.00,2.00,0.47,10009/0,0.00,0/0,0.66,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.49,2.84,0.01,2.63,5.49,0.00,8.76,20000,12066,0,2.68,0.02,4/0,0.00,0,0,0,0,2.63,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.76,0.00,0,12066,0,1.76,0.00,0.00,0.00,0.00,0.00,2.21,0.00,0,0.00,0,0,0/0/0,89.26,0.00,20000,6038,6028,0,0,0,2026-09-09T18:51:11.8037502Z
124.14ms,8.1,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.69,0.00,0.00,0.06,19.80,8.61,0.00,0.36,EffectProcessingLoopSystem:0.35,:0.00,:0.00,19.31,CameraCullingSystem:5.30,PresenterBehaviorSystem:5.28,PresenterEmitSystem:2.33,5.28,0,0,0,0,10000,1.00,1.81,0.40,10009/0,0.00,0/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.30,2.73,0.00,2.54,5.29,0.00,8.58,20000,12066,0,2.72,0.04,4/0,0.00,0,0,0,0,2.64,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.54,0.00,0,12066,0,1.54,0.00,0.00,0.00,0.00,0.00,2.33,0.00,0,0.00,0,0,0/0/0,87.03,0.00,20000,6038,6028,0,0,0,2026-09-09T18:51:19.3111042Z
123.12ms,8.1,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.20,0.62,0.00,0.00,0.06,23.64,9.06,0.00,4.27,MassNavigationAuthoredAgentBindingSystem:1.52,AttributeAggregatorSystem:0.95,MapEntityLifecycleObserverSystem:0.94,19.23,PresenterBehaviorSystem:5.54,CameraCullingSystem:4.39,PresenterEmitSystem:2.81,5.54,0,154,154,0,10000,1.00,1.71,0.36,10009/0,0.00,0/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.39,2.75,0.01,1.62,4.38,0.00,8.77,20000,12066,0,2.60,0.03,4/0,0.00,0,0,0,0,2.55,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.42,0.27,2,12066,0,3.42,0.00,0.00,0.00,0.00,0.00,2.81,0.00,0,0.63,306,0,306/0/0,79.96,0.00,20000,6038,6028,0,0,0,2026-09-09T18:51:26.8545502Z
123.97ms,8.1,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.20,0.66,0.00,0.00,0.05,23.77,9.10,0.01,4.28,MassNavigationAuthoredAgentBindingSystem:1.33,AttributeAggregatorSystem:1.10,MapEntityLifecycleObserverSystem:0.89,19.36,PresenterBehaviorSystem:5.68,CameraCullingSystem:4.27,PresenterEmitSystem:3.04,5.68,0,186,186,0,10000,1.00,1.61,0.34,10009/0,0.00,0/0,0.69,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.27,2.73,0.00,1.52,4.27,0.00,8.78,20000,12066,0,2.69,0.02,4/0,0.00,0,0,0,0,2.61,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.32,0.30,2,12066,0,3.31,0.00,0.00,0.00,0.00,0.00,3.03,0.00,0,0.73,370,0,370/0/0,80.64,0.00,20000,6038,6028,0,0,0,2026-09-09T18:51:34.3912059Z
