frame,fps,cleanPerf,visibleEntities,presenterActive,presenterDefs,primitiveRaw,primitiveStaticRaw,skinnedRaw,gpuSkinned,gpuSkinBuild,gpuSkinDraw,gap,poll,pre,tick,post,begin,sim,simTop1,simTop2,simTop3,presentation,presTop1,presTop2,presTop3,behavior,behaviorBoot,behaviorOwner,behaviorAttr,behaviorTag,behaviorTick,animator,transformSync,minimapCollect,minimapMarkers,minimapProject,minimapScreen,heightSync,heightSamples,requestFlush,spawnBatch,spawnPerf,spawnPerfParts,spawnPerfChildParts,cull,cullSpatial,cullStatic,cullDyn,cullEntity,cullSync,hudProj,hudRaw,hudProjected,hudDensitySkip,mode3D,terrain,terrainChunks,field,fieldCount,fieldDirty,fieldArea,fieldDraws,primitive,primSync,primBucket,primImmediate,primImmediateSkip,primBuild,primDraw,primInstances,primBatches,primCache,ground,groundCount,groundRaw,spline,splineCount,splineRaw,debugDraw,debugDrawCount,debugDrawRaw,overlay,overlayBuild,overlayDirtyLanes,overlayItems,overlayRebuilt,overlayPaint,overlayComposite,uiRender,uiUpload,overlayFinal,nativeDiag,emit,emitDirty,emitDirtyCount,emitRetained,emitRetainedCount,hudPositionOnly,emitRetainedDirectPath,endDraw,screenshot,worldHud,screenBars,screenText,worldHudDrops,screenHudDrops,overlaySceneDrops,utc
120.83ms,8.3,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.65,0.00,0.00,0.05,22.65,14.55,0.01,0.32,EffectProcessingLoopSystem:0.32,:0.00,:0.00,22.19,PresenterBehaviorSystem:5.09,CameraCullingSystem:4.91,MinimapPresentationSystem:3.60,5.08,0,0,0,0,10000,1.00,1.69,0.38,10009/0,3.59,10000/0,0.71,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.91,2.82,0.00,2.07,4.91,0.00,14.52,20000,20000,0,2.60,0.02,4/0,0.00,0,0,0,0,2.54,0.00,0.03,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,2.63,0.01,1,20038,0,1.73,0.00,0.00,0.00,0.89,0.00,2.22,0.00,0,0.00,0,0,0/0/0,73.93,0.00,20000,10000,10000,0,0,0,2026-09-09T18:46:41.9097574Z
134.16ms,7.5,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,1.04,0.01,0.00,0.11,47.39,15.44,0.01,13.24,MassNavigationSimulationStepSystem:9.50,AbilityEndOrderSystem:0.63,EffectProcessingLoopSystem:0.55,33.85,PresenterEntityTransformSyncSystem:6.56,CameraCullingSystem:6.20,PresenterBehaviorSystem:5.77,5.76,0,0,0,0,10000,1.04,6.56,0.36,10009/0,4.64,10000/0,0.76,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,6.20,3.33,0.01,2.84,6.19,0.00,15.05,20000,20000,0,3.05,0.02,4/0,0.00,0,0,0,0,2.97,0.00,0.03,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.42,0.35,3,20038,0,2.50,0.00,0.00,0.00,0.91,0.00,5.12,0.00,0,2.79,8624,8624,8624/0/0,60.28,0.00,20000,10000,10000,0,0,0,2026-09-09T18:46:49.6112222Z
123.61ms,8.1,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.64,0.00,0.00,0.06,36.96,14.73,0.01,10.68,MassNavigationSimulationStepSystem:8.61,EffectProcessingLoopSystem:0.41,AbilityEndOrderSystem:0.38,26.13,PresenterBehaviorSystem:5.18,PresenterEntityTransformSyncSystem:4.85,CameraCullingSystem:4.13,5.18,0,0,0,0,10000,0.99,4.85,0.33,10009/0,3.64,10000/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.13,2.76,0.00,1.34,4.12,0.00,14.49,20000,20000,0,2.60,0.03,4/0,0.00,0,0,0,0,2.55,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,2.99,0.22,3,20038,0,2.09,0.00,0.00,0.00,0.90,0.00,3.98,0.00,0,1.83,7262,7262,7262/0/0,61.92,0.00,20000,10000,10000,0,0,0,2026-09-09T18:46:57.3687966Z
134.12ms,7.5,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.33,0.66,0.00,0.00,0.06,25.59,14.75,0.01,2.81,EffectProcessingLoopSystem:2.80,:0.00,:0.00,22.64,CameraCullingSystem:5.20,PresenterBehaviorSystem:5.16,MinimapPresentationSystem:3.78,5.16,0,0,0,0,10000,0.99,1.67,0.37,10009/0,3.77,10000/0,0.65,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.20,2.75,0.00,2.43,5.19,0.00,14.71,20000,20000,0,2.64,0.02,4/0,0.00,0,0,0,0,2.58,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,2.70,0.01,1,20038,0,1.79,0.00,0.00,0.00,0.91,0.00,2.32,0.00,0,0.00,0,0,0/0/0,83.54,0.00,20000,10000,10000,0,0,0,2026-09-09T18:47:04.7834856Z
135.20ms,7.4,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.19,0.97,0.00,0.00,0.06,28.26,14.85,0.01,2.53,EffectProcessingLoopSystem:2.52,:0.00,:0.00,25.60,CameraCullingSystem:5.97,PresenterBehaviorSystem:5.42,MinimapPresentationSystem:4.08,5.42,0,0,0,0,10000,0.98,2.68,0.38,10009/0,4.07,10000/0,0.70,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.97,2.87,0.01,3.08,5.97,0.00,14.82,20000,20000,0,3.04,0.03,4/0,0.00,0,0,0,0,2.95,0.00,0.05,0.01,6,0.00,0.03,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.05,0.01,1,20038,0,1.88,0.00,0.00,0.00,1.17,0.00,2.47,0.00,0,0.00,0,0,0/0/0,80.63,0.00,20000,10000,10000,0,0,0,2026-09-09T18:47:12.3619619Z
121.61ms,8.2,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.24,0.67,0.00,0.00,0.06,34.44,15.33,0.01,10.25,ClearPresentationFlagsSystem:5.94,MassNavigationAuthoredAgentBindingSystem:1.52,MapEntityLifecycleObserverSystem:1.27,24.06,PresenterBehaviorSystem:5.57,CameraCullingSystem:4.95,MinimapPresentationSystem:3.79,5.57,0,184,184,0,10000,1.05,1.78,0.38,10009/0,3.78,10000/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.95,2.61,0.00,2.33,4.95,0.00,14.81,20000,20000,0,2.67,0.04,4/0,0.00,0,0,0,0,2.60,0.00,0.04,0.01,6,0.00,0.03,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,6.15,0.50,3,20038,0,5.23,0.00,0.00,0.00,0.92,0.00,2.87,0.00,0,0.72,366,0,366/0/0,58.53,0.00,20000,10000,10000,0,0,0,2026-09-09T18:47:20.0036699Z
122.30ms,8.2,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.19,0.64,0.00,0.00,0.06,27.18,15.07,0.01,4.15,MassNavigationAuthoredAgentBindingSystem:1.35,MapEntityLifecycleObserverSystem:0.97,AttributeAggregatorSystem:0.96,22.89,PresenterBehaviorSystem:5.39,CameraCullingSystem:4.38,MinimapPresentationSystem:3.66,5.39,0,155,155,0,10000,1.00,1.79,0.38,10009/0,3.65,10000/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.38,2.72,0.00,1.65,4.38,0.00,14.63,20000,20000,0,2.61,0.02,4/0,0.00,0,0,0,0,2.54,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,5.29,0.42,3,20038,0,4.38,0.00,0.00,0.00,0.90,0.00,2.90,0.00,0,0.64,308,0,308/0/0,67.71,0.00,20000,10000,10000,0,0,0,2026-09-09T18:47:28.0073925Z
127.60ms,7.8,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.22,0.64,0.00,0.00,0.06,55.00,14.95,0.01,28.96,MassNavigationSimulationStepSystem:26.41,SpatialPartitionUpdateSystem:0.63,AbilityEndOrderSystem:0.45,25.90,PresenterBehaviorSystem:5.25,PresenterEntityTransformSyncSystem:4.43,CameraCullingSystem:4.35,5.25,0,0,0,0,10000,1.01,4.43,0.40,10009/0,3.70,10000/0,0.66,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.35,2.76,0.00,1.56,4.34,0.01,14.75,20000,20000,0,2.59,0.02,4/0,0.00,0,0,0,0,2.53,0.00,0.03,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.05,0.18,3,20038,0,2.14,0.00,0.00,0.00,0.89,0.00,3.67,0.00,0,1.43,4524,4524,4524/0/0,47.53,0.00,20000,10000,10000,0,0,0,2026-09-09T18:47:35.4761957Z
132.94ms,7.5,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.20,0.66,0.00,0.00,0.06,28.96,15.07,0.01,4.44,MassNavigationAuthoredAgentBindingSystem:1.43,AttributeAggregatorSystem:1.03,MapEntityLifecycleObserverSystem:0.96,24.39,PresenterBehaviorSystem:5.56,CameraCullingSystem:5.20,MinimapPresentationSystem:3.69,5.56,0,163,163,0,10000,1.00,2.21,0.41,10009/0,3.68,10000/0,0.69,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.20,2.71,0.00,2.47,5.20,0.00,14.60,20000,20000,0,2.60,0.02,4/0,0.00,0,0,0,0,2.54,0.00,0.03,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,5.35,0.45,3,20038,0,4.36,0.00,0.00,0.00,0.98,0.00,2.86,0.00,0,0.63,324,0,324/0/0,76.59,0.00,20000,10000,10000,0,0,0,2026-09-09T18:47:43.3626353Z
120.51ms,8.3,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.63,0.00,0.00,0.05,23.13,14.55,0.00,0.33,EffectProcessingLoopSystem:0.32,:0.00,:0.00,22.66,CameraCullingSystem:5.35,PresenterBehaviorSystem:5.20,MinimapPresentationSystem:3.66,5.20,0,0,0,0,10000,0.99,1.77,0.37,10009/0,3.65,10000/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.35,2.81,0.01,2.52,5.35,0.00,14.53,20000,20000,0,2.58,0.02,4/0,0.00,0,0,0,0,2.52,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,2.70,0.01,1,20038,0,1.80,0.00,0.00,0.00,0.89,0.00,2.13,0.00,0,0.00,0,0,0/0/0,73.08,0.00,20000,10000,10000,0,0,0,2026-09-09T18:47:50.8345048Z
135.53ms,7.4,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.27,0.67,0.01,0.00,0.07,41.45,18.76,0.01,3.06,SpatialPartitionUpdateSystem:0.80,AbilityEndOrderSystem:0.62,EffectProcessingLoopSystem:0.44,38.20,MinimapPresentationSystem:9.77,PresenterBehaviorSystem:8.20,CameraCullingSystem:6.15,8.20,0,0,0,0,10000,1.58,3.80,0.55,10009/0,9.74,10000/0,0.78,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,6.15,3.22,0.01,2.89,6.15,0.00,18.71,20000,20000,0,2.74,0.04,4/0,0.00,0,0,0,0,2.65,0.00,0.05,0.02,6,0.00,0.03,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.09,0.01,1,20038,0,1.91,0.00,0.00,0.00,1.17,0.00,3.74,0.00,0,0.00,0,0,0/0/0,64.03,0.00,20000,10000,10000,0,0,0,2026-09-09T18:47:58.3439073Z
123.68ms,8.1,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.23,0.65,0.00,0.00,0.07,23.89,14.94,0.00,0.33,EffectProcessingLoopSystem:0.32,:0.00,:0.00,23.42,PresenterBehaviorSystem:5.64,CameraCullingSystem:5.29,MinimapPresentationSystem:3.71,5.64,0,0,0,0,10000,1.03,1.79,0.47,10009/0,3.70,10000/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.29,2.72,0.00,2.55,5.29,0.00,14.91,20000,20000,0,2.65,0.03,4/0,0.00,0,0,0,0,2.58,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,2.75,0.01,1,20038,0,1.84,0.00,0.00,0.00,0.91,0.00,2.26,0.00,0,0.00,0,0,0/0/0,74.89,0.00,20000,10000,10000,0,0,0,2026-09-09T18:48:05.8536647Z
136.04ms,7.4,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.66,0.00,0.00,0.06,23.57,14.58,0.01,0.32,EffectProcessingLoopSystem:0.32,:0.00,:0.00,23.10,CameraCullingSystem:5.46,PresenterBehaviorSystem:5.10,MinimapPresentationSystem:3.75,5.09,0,0,0,0,10000,1.00,1.80,0.42,10009/0,3.74,10000/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.46,2.84,0.01,2.61,5.46,0.00,14.55,20000,20000,0,2.66,0.03,4/0,0.00,0,0,0,0,2.60,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,2.81,0.01,1,20038,0,1.91,0.00,0.00,0.00,0.90,0.00,2.37,0.00,0,0.00,0,0,0/0/0,87.86,0.00,20000,10000,10000,0,0,0,2026-09-09T18:48:13.6579069Z
135.65ms,7.4,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.62,0.00,0.00,0.07,37.36,15.40,0.00,11.19,MassNavigationSimulationStepSystem:8.25,AbilityEndOrderSystem:0.77,EffectProcessingLoopSystem:0.51,26.02,PresenterBehaviorSystem:5.24,CameraCullingSystem:4.93,PresenterEntityTransformSyncSystem:4.40,5.24,0,0,0,0,10000,0.99,4.40,0.41,10009/0,3.64,10000/0,0.72,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.93,3.04,0.01,1.86,4.92,0.00,15.02,20000,20000,0,2.58,0.03,4/0,0.00,0,0,0,0,2.52,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.75,0.34,3,20038,0,2.65,0.00,0.00,0.00,1.10,0.00,3.10,0.00,0,0.92,2966,2966,2966/0/0,72.17,0.00,20000,10000,10000,0,0,0,2026-09-09T18:48:21.4668863Z
135.67ms,7.4,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.20,1.10,0.01,0.00,0.10,30.84,15.80,0.01,4.99,MassNavigationAuthoredAgentBindingSystem:1.36,MapEntityLifecycleObserverSystem:1.31,AttributeAggregatorSystem:1.07,25.65,CameraCullingSystem:5.77,PresenterBehaviorSystem:5.52,PresenterEmitSystem:3.75,5.51,0,170,170,0,10000,1.02,1.91,0.43,10009/0,3.65,10000/0,0.69,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.77,2.92,0.01,2.83,5.77,0.00,15.06,20000,20000,0,3.15,0.02,4/0,0.00,0,0,0,0,3.08,0.00,0.05,0.03,6,0.00,0.03,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,6.30,0.72,3,20038,0,5.28,0.00,0.00,0.00,1.01,0.00,3.74,0.00,0,1.24,338,0,338/0/0,74.88,0.00,20000,10000,10000,0,0,0,2026-09-09T18:48:29.3143576Z
125.43ms,8.0,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.19,0.67,0.00,0.00,0.06,51.04,14.95,0.01,25.85,MassNavigationSimulationStepSystem:23.48,SpatialPartitionUpdateSystem:0.48,AbilityEndOrderSystem:0.47,25.05,PresenterBehaviorSystem:5.18,CameraCullingSystem:4.31,PresenterEntityTransformSyncSystem:3.98,5.18,0,0,0,0,10000,1.00,3.98,0.45,10009/0,3.66,10000/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.31,2.69,0.00,1.60,4.31,0.00,14.75,20000,20000,0,2.64,0.02,4/0,0.00,0,0,0,0,2.58,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.12,0.18,3,20038,0,2.21,0.00,0.00,0.00,0.91,0.00,3.32,0.00,0,0.98,3144,3144,3144/0/0,49.24,0.00,20000,10000,10000,0,0,0,2026-09-09T18:48:37.2082930Z
123.56ms,8.1,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.62,0.00,0.00,0.06,52.80,14.72,0.01,27.23,MassNavigationSimulationStepSystem:24.73,SpatialPartitionUpdateSystem:0.59,AbilityEndOrderSystem:0.46,25.43,PresenterBehaviorSystem:5.15,CameraCullingSystem:4.38,PresenterEntityTransformSyncSystem:3.94,5.14,0,0,0,0,10000,0.99,3.94,0.41,10009/0,3.69,10000/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.38,2.72,0.00,1.64,4.38,0.00,14.51,20000,20000,0,2.56,0.02,4/0,0.00,0,0,0,0,2.51,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.19,0.19,3,20038,0,2.21,0.00,0.00,0.00,0.97,0.00,3.79,0.00,0,1.04,3100,3100,3100/0/0,45.86,0.00,20000,10000,10000,0,0,0,2026-09-09T18:48:44.6335649Z
121.04ms,8.3,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.22,0.65,0.00,0.00,0.05,28.48,15.35,0.01,5.81,AttributeAggregatorSystem:1.02,MassNavigationAuthoredAgentBindingSystem:1.02,MapEntityLifecycleObserverSystem:0.85,22.54,PresenterBehaviorSystem:5.47,CameraCullingSystem:4.19,MinimapPresentationSystem:3.70,5.47,0,163,163,0,10000,0.99,1.63,0.37,10009/0,3.69,10000/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.19,2.79,0.01,1.38,4.18,0.00,14.86,20000,20000,0,2.63,0.02,4/0,0.00,0,0,0,0,2.57,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,5.45,0.47,3,20038,0,4.56,0.00,0.00,0.00,0.88,0.00,2.85,0.00,0,0.64,324,0,324/0/0,64.64,0.00,20000,10000,10000,0,0,0,2026-09-09T18:48:51.9637823Z
135.84ms,7.4,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.20,1.08,0.00,0.00,0.06,42.37,15.77,0.01,11.03,MassNavigationSimulationStepSystem:8.02,AbilityEndOrderSystem:0.81,EffectProcessingLoopSystem:0.55,31.19,CameraCullingSystem:6.52,PresenterBehaviorSystem:5.81,MinimapPresentationSystem:4.60,5.81,0,0,0,0,10000,1.10,4.18,0.43,10009/0,4.58,10000/0,0.77,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,6.52,3.21,0.01,3.28,6.52,0.00,15.17,20000,20000,0,3.10,0.02,4/0,0.00,0,0,0,0,3.04,0.00,0.04,0.01,6,0.00,0.03,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.12,0.57,3,20038,0,2.21,0.00,0.00,0.00,0.90,0.00,4.43,0.00,0,1.57,2842,2842,2842/0/0,66.97,0.00,20000,10000,10000,0,0,0,2026-09-09T18:48:59.7885364Z
