frame,fps,cleanPerf,visibleEntities,presenterActive,presenterDefs,primitiveRaw,primitiveStaticRaw,skinnedRaw,gpuSkinned,gpuSkinBuild,gpuSkinDraw,gap,poll,pre,tick,post,begin,sim,simTop1,simTop2,simTop3,presentation,presTop1,presTop2,presTop3,behavior,behaviorBoot,behaviorOwner,behaviorAttr,behaviorTag,behaviorTick,animator,transformSync,minimapCollect,minimapMarkers,minimapProject,minimapScreen,heightSync,heightSamples,requestFlush,spawnBatch,spawnPerf,spawnPerfParts,spawnPerfChildParts,cull,cullSpatial,cullStatic,cullDyn,cullEntity,cullSync,hudProj,hudRaw,hudProjected,hudDensitySkip,mode3D,terrain,terrainChunks,field,fieldCount,fieldDirty,fieldArea,fieldDraws,primitive,primSync,primBucket,primImmediate,primImmediateSkip,primBuild,primDraw,primInstances,primBatches,primCache,ground,groundCount,groundRaw,spline,splineCount,splineRaw,debugDraw,debugDrawCount,debugDrawRaw,overlay,overlayBuild,overlayDirtyLanes,overlayItems,overlayRebuilt,overlayPaint,overlayComposite,uiRender,uiUpload,overlayFinal,nativeDiag,emit,emitDirty,emitDirtyCount,emitRetained,emitRetainedCount,hudPositionOnly,emitRetainedDirectPath,endDraw,screenshot,worldHud,screenBars,screenText,worldHudDrops,screenHudDrops,overlaySceneDrops,utc
3.65ms,274.0,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,3.28,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.23,PresenterEntityTransformSyncSystem:0.93,AnimatorRuntimeSystem:0.65,TerrainHeightSyncSystem:0.42,0.00,0,0,0,0,0,0.65,0.93,0.22,10009/0,0.00,0/0,0.42,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.18,0.03,0.00,0.14,0.17,0.00,0.01,126,2,0,0.06,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.08,0.00,0,2,0,0.08,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0,0.00,0,0,0/0/0,0.07,0.00,126,1,1,0,0,0,2026-09-09T18:29:43.2834797Z
8.45ms,118.3,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,7.85,0.04,0.00,4.06,EffectProcessingLoopSystem:1.81,MapEntityLifecycleObserverSystem:0.60,MassNavigationAuthoredAgentBindingSystem:0.59,3.76,PresenterEntityTransformSyncSystem:0.95,PresenterEmitSystem:0.58,AnimatorRuntimeSystem:0.54,0.21,0,159,159,0,0,0.54,0.95,0.20,10009/0,0.00,0/0,0.39,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.19,0.03,0.00,0.16,0.19,0.00,0.02,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.04,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.22,0.01,2,2,2,0.21,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0,0.25,316,0,316/0/0,0.10,0.00,126,1,1,0,0,0,2026-09-09T18:29:43.5579768Z
3.68ms,271.6,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,3.25,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.21,PresenterEntityTransformSyncSystem:0.83,AnimatorRuntimeSystem:0.71,TerrainHeightSyncSystem:0.45,0.00,0,0,0,0,0,0.71,0.83,0.24,10009/0,0.00,0/0,0.45,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.17,0.02,0.00,0.15,0.17,0.00,0.01,126,2,0,0.06,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.10,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0,0.00,0,0,0/0/0,0.09,0.00,126,1,1,0,0,0,2026-09-09T18:29:43.8305265Z
3.40ms,294.4,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,3.00,0.02,0.00,0.00,:0.00,:0.00,:0.00,2.95,PresenterEntityTransformSyncSystem:0.77,AnimatorRuntimeSystem:0.56,PresenterEmitSystem:0.38,0.00,0,0,0,0,0,0.56,0.77,0.24,10009/0,0.00,0/0,0.36,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.17,0.02,0.00,0.14,0.17,0.00,0.01,126,2,0,0.06,0.01,4/0,0.00,0,0,0,0,0.04,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.09,0.00,0,2,0,0.09,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0,0.00,0,0,0/0/0,0.08,0.00,126,1,1,0,0,0,2026-09-09T18:29:44.1133538Z
3.50ms,285.7,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.04,0.00,0.00,0.03,3.05,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.01,PresenterEntityTransformSyncSystem:0.80,AnimatorRuntimeSystem:0.62,TerrainHeightSyncSystem:0.40,0.00,0,0,0,0,0,0.62,0.80,0.21,10009/0,0.00,0/0,0.40,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.17,0.02,0.00,0.14,0.17,0.00,0.01,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.09,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0,0.00,0,0,0/0/0,0.09,0.00,126,1,1,0,0,0,2026-09-09T18:29:44.3833708Z
3.53ms,283.0,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.04,0.00,0.00,0.01,3.17,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.12,PresenterEntityTransformSyncSystem:0.83,AnimatorRuntimeSystem:0.65,TerrainHeightSyncSystem:0.41,0.00,0,0,0,0,0,0.65,0.83,0.22,10009/0,0.00,0/0,0.41,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.17,0.03,0.00,0.14,0.17,0.00,0.01,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.07,0.00,0,2,0,0.07,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0,0.00,0,0,0/0/0,0.07,0.00,126,1,1,0,0,0,2026-09-09T18:29:44.6625858Z
3.51ms,285.3,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,3.11,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.07,PresenterEntityTransformSyncSystem:0.79,AnimatorRuntimeSystem:0.64,TerrainHeightSyncSystem:0.40,0.00,0,0,0,0,0,0.64,0.79,0.19,10009/0,0.00,0/0,0.40,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.18,0.03,0.00,0.15,0.18,0.00,0.01,126,2,0,0.06,0.01,4/0,0.00,0,0,0,0,0.04,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.10,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0,0.00,0,0,0/0/0,0.07,0.00,126,1,1,0,0,0,2026-09-09T18:29:44.9296127Z
3.58ms,279.2,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,3.17,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.12,PresenterEntityTransformSyncSystem:0.87,AnimatorRuntimeSystem:0.61,TerrainHeightSyncSystem:0.43,0.00,0,0,0,0,0,0.61,0.87,0.21,10009/0,0.00,0/0,0.43,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.16,0.02,0.00,0.14,0.16,0.00,0.01,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.10,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0,0.00,0,0,0/0/0,0.07,0.00,126,1,1,0,0,0,2026-09-09T18:29:45.2262042Z
3.42ms,292.2,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.00,0.03,0.00,0.00,0.01,3.01,0.02,0.00,0.00,:0.00,:0.00,:0.00,2.96,PresenterEntityTransformSyncSystem:0.77,AnimatorRuntimeSystem:0.58,TerrainHeightSyncSystem:0.41,0.00,0,0,0,0,0,0.58,0.77,0.24,10009/0,0.00,0/0,0.41,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.18,0.02,0.00,0.15,0.18,0.00,0.01,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.10,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0,0.00,0,0,0/0/0,0.08,0.00,126,1,1,0,0,0,2026-09-09T18:29:45.4896094Z
3.36ms,297.6,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,3.00,0.02,0.00,0.00,:0.00,:0.00,:0.00,2.97,PresenterEntityTransformSyncSystem:0.80,AnimatorRuntimeSystem:0.61,TerrainHeightSyncSystem:0.37,0.00,0,0,0,0,0,0.61,0.80,0.20,10009/0,0.00,0/0,0.37,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.15,0.02,0.00,0.13,0.15,0.00,0.01,126,2,0,0.06,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.07,0.00,0,2,0,0.07,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0,0.00,0,0,0/0/0,0.07,0.00,126,1,1,0,0,0,2026-09-09T18:29:45.7665867Z
3.70ms,270.1,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.04,0.00,0.00,0.01,3.28,0.02,0.00,0.20,EffectProcessingLoopSystem:0.19,:0.00,:0.00,3.04,PresenterEntityTransformSyncSystem:0.84,AnimatorRuntimeSystem:0.61,TerrainHeightSyncSystem:0.36,0.00,0,0,0,0,0,0.61,0.84,0.23,10009/0,0.00,0/0,0.36,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.16,0.02,0.00,0.13,0.16,0.00,0.02,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.08,0.00,0,2,0,0.08,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0,0.00,0,0,0/0/0,0.08,0.00,126,1,1,0,0,0,2026-09-09T18:29:46.0477766Z
3.47ms,288.4,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.04,0.00,0.00,0.01,3.03,0.02,0.00,0.00,:0.00,:0.00,:0.00,2.99,PresenterEntityTransformSyncSystem:0.81,AnimatorRuntimeSystem:0.62,TerrainHeightSyncSystem:0.41,0.00,0,0,0,0,0,0.62,0.81,0.17,10009/0,0.00,0/0,0.41,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.17,0.02,0.00,0.14,0.16,0.00,0.01,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.10,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0,0.00,0,0,0/0/0,0.10,0.00,126,1,1,0,0,0,2026-09-09T18:29:46.3242562Z
3.39ms,295.2,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,3.00,0.02,0.00,0.00,:0.00,:0.00,:0.00,2.97,PresenterEntityTransformSyncSystem:0.81,AnimatorRuntimeSystem:0.56,TerrainHeightSyncSystem:0.39,0.00,0,0,0,0,0,0.56,0.81,0.19,10009/0,0.00,0/0,0.39,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.20,0.02,0.00,0.17,0.20,0.00,0.01,126,2,0,0.06,0.01,4/0,0.00,0,0,0,0,0.04,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.08,0.00,0,2,0,0.08,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0,0.00,0,0,0/0/0,0.08,0.00,126,1,1,0,0,0,2026-09-09T18:29:46.5895942Z
3.56ms,280.6,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,3.14,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.11,PresenterEntityTransformSyncSystem:0.80,AnimatorRuntimeSystem:0.65,TerrainHeightSyncSystem:0.42,0.00,0,0,0,0,0,0.65,0.80,0.20,10009/0,0.00,0/0,0.42,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.17,0.02,0.00,0.14,0.17,0.00,0.01,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.09,0.00,0,2,0,0.09,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0,0.00,0,0,0/0/0,0.08,0.00,126,1,1,0,0,0,2026-09-09T18:29:46.8779357Z
3.62ms,276.4,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.04,0.00,0.00,0.01,3.18,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.15,PresenterEntityTransformSyncSystem:0.82,AnimatorRuntimeSystem:0.63,TerrainHeightSyncSystem:0.42,0.00,0,0,0,0,0,0.63,0.82,0.20,10009/0,0.00,0/0,0.42,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.19,0.03,0.00,0.15,0.18,0.00,0.01,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.10,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0,0.00,0,0,0/0/0,0.09,0.00,126,1,1,0,0,0,2026-09-09T18:29:47.1696486Z
3.34ms,299.2,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,2.96,0.02,0.00,0.23,EffectProcessingLoopSystem:0.22,:0.00,:0.00,2.70,PresenterEntityTransformSyncSystem:0.70,AnimatorRuntimeSystem:0.53,TerrainHeightSyncSystem:0.34,0.00,0,0,0,0,0,0.53,0.70,0.17,10009/0,0.00,0/0,0.34,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.15,0.02,0.00,0.13,0.15,0.00,0.01,126,2,0,0.06,0.01,4/0,0.00,0,0,0,0,0.04,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.08,0.00,0,2,0,0.08,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0,0.00,0,0,0/0/0,0.08,0.00,126,1,1,0,0,0,2026-09-09T18:29:47.4457998Z
3.56ms,281.0,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,3.22,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.16,PresenterEntityTransformSyncSystem:0.81,AnimatorRuntimeSystem:0.60,TerrainHeightSyncSystem:0.42,0.00,0,0,0,0,0,0.60,0.81,0.18,10009/0,0.00,0/0,0.42,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.26,0.03,0.00,0.22,0.25,0.00,0.01,126,2,0,0.06,0.01,4/0,0.00,0,0,0,0,0.04,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.07,0.00,0,2,0,0.07,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0,0.00,0,0,0/0/0,0.06,0.00,126,1,1,0,0,0,2026-09-09T18:29:47.7180258Z
3.54ms,282.6,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.04,0.00,0.00,0.01,3.09,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.05,PresenterEntityTransformSyncSystem:0.82,AnimatorRuntimeSystem:0.67,TerrainHeightSyncSystem:0.39,0.00,0,0,0,0,0,0.66,0.82,0.20,10009/0,0.00,0/0,0.39,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.17,0.02,0.00,0.14,0.17,0.00,0.01,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.10,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0,0.00,0,0,0/0/0,0.10,0.00,126,1,1,0,0,0,2026-09-09T18:29:47.9900603Z
3.61ms,277.2,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.04,0.00,0.00,0.01,3.14,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.10,PresenterEntityTransformSyncSystem:0.81,AnimatorRuntimeSystem:0.67,TerrainHeightSyncSystem:0.40,0.00,0,0,0,0,0,0.67,0.81,0.20,10009/0,0.00,0/0,0.40,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.17,0.03,0.00,0.14,0.17,0.00,0.01,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.10,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0,0.00,0,0,0/0/0,0.10,0.00,126,1,1,0,0,0,2026-09-09T18:29:48.2821632Z
3.53ms,283.5,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.07,0.00,0.00,0.01,3.06,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.03,PresenterEntityTransformSyncSystem:0.84,AnimatorRuntimeSystem:0.65,TerrainHeightSyncSystem:0.36,0.00,0,0,0,0,0,0.65,0.84,0.24,10009/0,0.00,0/0,0.36,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.15,0.02,0.00,0.13,0.15,0.00,0.01,126,2,0,0.13,0.01,4/0,0.00,0,0,0,0,0.11,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.09,0.00,0,2,0,0.09,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0,0.00,0,0,0/0/0,0.07,0.00,126,1,1,0,0,0,2026-09-09T18:29:48.5647051Z
