frame,pair,mode,count,warmup,normalized_time,total_sync_ms,submission_cpu_ms,prep_cpu_ms,prep_gpu_interval_ms,shadow_gpu_ms,main_gpu_ms,preskin_cpu_upload_ms,texture_upload_cpu_ms,texture_upload_bytes,geometry_upload_bytes,preskin_calls,main_instances,main_draws,main_mesh_instances,shadow_instances,shadow_draws,shadow_mesh_instances,alloc_bytes,gen0,gen1,restore_submit_ms,restore_drain_ms,restore_bytes,restore_alloc_bytes
79,39,baseline,10000,0,0.6393443,155.7744,3.4959,0.141,0.01392,56.71268,92.05876,0,0.0513,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0489,0.447,214896,0
80,40,baseline,10000,0,0.6557377,158.2156,4.1139,0.1453,0.01372,58.63652,92.18016,0,0.054400000000000004,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0629,0.5347,214896,0
81,40,preskin,10000,0,0.6557377,121.2827,3.5431,0.4074,0.04516,43.42168,71.02196,0.314,0.0405,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
82,41,preskin,10000,0,0.6721311,115.3117,4.1074,0.4547,0.04412,36.52452,71.14656,0.3361,0.0507,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
83,41,baseline,10000,0,0.6721311,148.7664,3.0748,0.1056,0.01296,51.40292,91.88148,0,0.044700000000000004,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0541,0.4834,214896,0
84,42,baseline,10000,0,0.6885246,156.3202,3.7066,0.1395,0.0146,58.6708,90.6532,0,0.0514,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0528,0.5032,214896,0
85,42,preskin,10000,0,0.6885246,116.0961,3.4861,0.4345,0.0332,36.79788,72.07252,0.328,0.0469,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
86,43,preskin,10000,0,0.704918,124.1503,4.5803,0.5756,0.04436,42.75428,72.9774,0.4341,0.0534,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
87,43,baseline,10000,0,0.704918,159.6139,4.9901,0.1672,0.0132,58.68412,92.1764,0,0.0521,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0512,0.484,214896,0
88,44,baseline,10000,0,0.72131145,158.5919,3.4305,0.1404,0.0132,58.69548,92.32808,0,0.0514,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.1337,0.678,214896,0
89,44,preskin,10000,0,0.72131145,129.6787,5.1567,0.6335,0.08544,48.43576,71.27648,0.4581,0.08610000000000001,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
90,45,preskin,10000,0,0.73770493,118.3679,3.734,0.3042,0.04352,39.32244,72.77016,0.2244,0.0329,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
91,45,baseline,10000,0,0.73770493,160.6348,4.4936,0.1533,0.0146,59.40556,92.68056,0,0.0535,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0491,0.4909,214896,0
92,46,baseline,10000,0,0.75409836,161.9977,4.8018,0.2224,0.01748,59.45648,92.7718,0,0.1172,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0954,0.6853,214896,0
93,46,preskin,10000,0,0.75409836,135.4846,5.7555,0.6791,0.05556,51.26352,73.16036,0.4742,0.12159999999999999,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
94,47,preskin,10000,0,0.7704918,135.8223,5.3819,0.6276,0.0544,51.70472,73.82256,0.4677,0.081,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
95,47,baseline,10000,0,0.7704918,161.5856,5.2349,0.1749,0.01756,59.40956,92.7406,0,0.0669,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0674,0.6599,214896,0
96,48,baseline,10000,0,0.78688526,160.6854,4.6227,0.1465,0.01324,59.29672,92.694,0,0.044700000000000004,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0854,0.4842,214896,0
97,48,preskin,10000,0,0.78688526,134.8717,5.1439,0.5983,0.05412,51.75704,73.46816,0.4355,0.0849,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
98,49,preskin,10000,0,0.8032787,134.0662,4.6394,0.4706,0.0442,51.43144,73.78548,0.3398,0.0606,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
99,49,baseline,10000,0,0.8032787,165.112,8.5377,0.2454,0.01744,59.36684,92.73104,0,0.0758,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0752,0.7407,214896,0
100,50,baseline,10000,0,0.8196721,161.0001,5.4527,0.1845,0.01872,59.42564,91.95868,0,0.0732,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.1309,1.1425,214896,0
101,50,preskin,10000,0,0.8196721,132.4978,3.4364,0.4606,0.04492,51.19772,73.65472,0.344,0.048799999999999996,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
102,51,preskin,10000,0,0.8360656,134.9558,4.9842,0.5613,0.0534,51.74008,73.77448,0.4062,0.0664,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
103,51,baseline,10000,0,0.8360656,159.3673,5.5317,0.1586,0.01344,58.67512,91.89364,0,0.0423,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0666,0.5415,214896,0
104,52,baseline,10000,0,0.852459,152.5543,4.7914,0.1656,0.01072,53.96096,90.20756,0,0.0547,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0521,0.4804,214896,0
105,52,preskin,10000,0,0.852459,133.9564,4.4931,0.5302,0.04444,51.3438,73.74024,0.3977,0.0582,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
106,53,preskin,10000,0,0.86885244,134.7871,5.0466,0.5897,0.04496,51.30968,72.9134,0.4327,0.0816,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
107,53,baseline,10000,0,0.86885244,159.9929,4.6362,0.1311,0.0134,58.69112,92.5508,0,0.0411,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0452,0.5434,214896,0
108,54,baseline,10000,0,0.8852459,160.715,4.8596,0.1792,0.01764,59.25548,92.5338,0,0.0786,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0939,0.8181,214896,0
109,54,preskin,10000,0,0.8852459,133.312,4.7144,0.5425,0.04544,50.9208,73.6806,0.421,0.041800000000000004,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
110,55,preskin,10000,0,0.90163934,135.4731,5.3149,0.5763,0.05488,51.6394,73.731,0.4257,0.075,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
111,55,baseline,10000,0,0.90163934,160.1035,4.9141,0.1623,0.01452,58.54864,92.65532,0,0.052000000000000005,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0784,0.5164,214896,0
112,56,baseline,10000,0,0.91803277,161.7021,4.8625,0.2056,0.01748,59.24384,92.93208,0,0.0883,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.1073,0.7019,214896,0
113,56,preskin,10000,0,0.91803277,135.402,5.5441,0.5997,0.05448,51.22132,73.56744,0.4514,0.0702,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
114,57,preskin,10000,0,0.93442625,136.1194,5.2712,0.6363,0.05332,51.6176,73.89096,0.464,0.08940000000000001,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
115,57,baseline,10000,0,0.93442625,161.4272,5.2309,0.1934,0.01848,59.13392,92.46712,0,0.0854,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.1224,0.8212,214896,0
116,58,baseline,10000,0,0.9508197,161.4863,5.0067,0.1886,0.01836,59.2764,92.71696,0,0.0834,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.1411,0.7426,214896,0
117,58,preskin,10000,0,0.9508197,133.9572,5.2021,0.5876,0.0534,51.04348,72.99672,0.4414,0.0702,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
118,59,preskin,10000,0,0.9672131,106.895,4.4274,0.402,0.04312,33.53896,66.07952,0.3001,0.0424,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
119,59,baseline,10000,0,0.9672131,151.2259,3.3264,0.1037,0.01268,53.51636,91.84196,0,0.0378,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.047,0.4056,214896,0
120,60,baseline,10000,0,0.9836066,154.4756,4.7887,0.1585,0.01384,54.53688,91.78264,0,0.048,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0519,0.4355,214896,0
121,60,preskin,10000,0,0.9836066,109.1203,4.4745,0.4943,0.04408,36.17996,65.061,0.3704,0.0528,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
122,61,preskin,10000,0,1,101.9683,3.7468,0.337,0.04376,31.35684,64.19156,0.2463,0.038900000000000004,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
123,61,baseline,10000,0,1,147.9221,3.2396,0.1142,0.0132,53.48612,88.6008,0,0.049100000000000005,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0507,0.3612,214896,0
124,62,baseline,10000,0,0,143.3688,3.3949,0.1057,0.01284,49.79456,87.80856,0,0.0434,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0537,0.4126,214896,0
125,62,preskin,10000,0,0,96.263,2.9195,0.3237,0.0276,30.88188,59.82888,0.2371,0.0407,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
126,63,preskin,10000,0,0.016393442,96.5403,2.6498,0.2958,0.04576,29.9394,61.4502,0.2182,0.036199999999999996,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
127,63,baseline,10000,0,0.016393442,137.5204,2.5179,0.0904,0.00888,43.85756,87.5562,0,0.033,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0489,0.3401,214896,0
128,64,baseline,10000,0,0.032786883,140.5061,2.6286,0.0857,0.01396,46.28532,88.67372,0,0.0296,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0554,0.4696,214896,0
129,64,preskin,10000,0,0.032786883,97.0981,3.5743,0.3469,0.04336,29.97064,61.00872,0.2584,0.0356,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
130,65,preskin,10000,0,0.04918033,98.0839,3.3363,0.3507,0.04392,31.65496,60.47536,0.2744,0.0331,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
131,65,baseline,10000,0,0.04918033,140.9351,3.402,0.123,0.01296,46.69532,88.40956,0,0.0612,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0501,0.3631,214896,0
132,66,baseline,10000,0,0.06557377,138.6637,2.7516,0.1056,0.01228,46.33072,87.021,0,0.0323,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0539,0.4499,214896,0
133,66,preskin,10000,0,0.06557377,102.4564,3.3498,0.3523,0.04348,33.73464,62.675,0.261,0.0411,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
134,67,preskin,10000,0,0.08196721,96.9122,2.6359,0.3059,0.04356,31.87472,59.76916,0.2251,0.0388,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
135,67,baseline,10000,0,0.08196721,136.9279,3.4489,0.103,0.0128,42.46464,88.7494,0,0.036,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0498,0.3688,214896,0
136,68,baseline,10000,0,0.09836066,139.2584,3.634,0.1035,0.01312,45.3728,87.46652,0,0.0363,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0508,0.419,214896,0
